problem,algorithm,variant,nfe,mean_best,median_best
RW26,SBOA,IBREAKDOWN-CF,7304,101030255.14602326,101030255.14602326
RW26,SBOA,IBREAKDOWN-CF,7321,101030255.14601257,101030255.14601257
RW26,SBOA,IBREAKDOWN-CF,7341,101030255.14582378,101030255.14582378
RW26,SBOA,IBREAKDOWN-CF,7626,101038449.6882866,101038449.6882866
RW26,SBOA,IBREAKDOWN-CF,7761,101038449.68828659,101038449.68828659
RW26,SBOA,IBREAKDOWN-CF,7853,101030255.14352724,101030255.14352724
RW26,SBOA,IBREAKDOWN-CF,7914,101030255.14352636,101030255.14352636
RW26,SBOA,IBREAKDOWN-CF,7917,101038449.68828654,101038449.68828654
RW26,SBOA,IBREAKDOWN-CF,7928,101030255.14352466,101030255.14352466
RW26,SBOA,IBREAKDOWN-CF,7933,101038449.68828641,101038449.68828641
RW26,SBOA,IBREAKDOWN-CF,7964,101030255.14352031,101030255.14352031
RW26,SBOA,IBREAKDOWN-CF,7996,101038449.68828636,101038449.68828636
RW26,SBOA,IBREAKDOWN-CF,7998,101030255.14351657,101030255.14351657
RW26,SBOA,IBREAKDOWN-CF,7999,101030255.14351606,101030255.14351606
RW26,SBOA,IBREAKDOWN-CF,8013,101030255.143496,101030255.143496
RW26,SBOA,IBREAKDOWN-CF,8027,101038449.68828562,101038449.68828562
RW26,SBOA,IBREAKDOWN-CF,8115,101030255.1458236,101030255.1458236
RW26,SBOA,IBREAKDOWN-CF,8141,101030255.14349467,101030255.14349467
RW26,SBOA,IBREAKDOWN-CF,8162,101030255.14349413,101030255.14349413
RW26,SBOA,IBREAKDOWN-CF,8208,101030255.1434908,101030255.1434908
RW26,SBOA,IBREAKDOWN-CF,8230,101030255.14581804,101030255.14581804
RW26,SBOA,IBREAKDOWN-CF,8268,101030255.1434902,101030255.1434902
RW26,SBOA,IBREAKDOWN-CF,8297,101030255.14580572,101030255.14580572
RW26,SBOA,IBREAKDOWN-CF,8316,101030255.14486337,101030255.14486337
RW26,SBOA,IBREAKDOWN-CF,8413,101038449.6882856,101038449.6882856
RW26,SBOA,IBREAKDOWN-CF,8430,101030255.14580469,101030255.14580469
RW26,SBOA,IBREAKDOWN-CF,8448,101030255.14348839,101030255.14348839
RW26,SBOA,IBREAKDOWN-CF,8457,101030255.14580299,101030255.14580299
RW26,SBOA,IBREAKDOWN-CF,8628,101030255.1434878,101030255.1434878
RW26,SBOA,IBREAKDOWN-CF,8631,101030255.14580253,101030255.14580253
RW26,SBOA,IBREAKDOWN-CF,8773,101038449.68828557,101038449.68828557
RW26,SBOA,IBREAKDOWN-CF,8792,101030255.14348684,101030255.14348684
RW26,SBOA,IBREAKDOWN-CF,8832,101038449.68833604,101038449.68833604
RW26,SBOA,IBREAKDOWN-CF,8851,101030255.14348656,101030255.14348656
RW26,SBOA,IBREAKDOWN-CF,8910,101030255.14348601,101030255.14348601
RW26,SBOA,IBREAKDOWN-CF,8958,101030255.1434853,101030255.1434853
RW26,SBOA,IBREAKDOWN-CF,8991,101030255.1458018,101030255.1458018
RW26,SBOA,IBREAKDOWN-CF,9001,101030255.14348498,101030255.14348498
RW26,SBOA,IBREAKDOWN-CF,9012,101038449.688336,101038449.688336
RW26,SBOA,IBREAKDOWN-CF,9030,101030255.14348489,101030255.14348489
RW26,SBOA,IBREAKDOWN-CF,9032,101030255.14348459,101030255.14348459
RW26,SBOA,IBREAKDOWN-CF,9075,101030255.14348425,101030255.14348425
RW26,SBOA,IBREAKDOWN-CF,9083,101030255.14348176,101030255.14348176
RW26,SBOA,IBREAKDOWN-CF,9311,101030255.14580174,101030255.14580174
RW26,SBOA,IBREAKDOWN-CF,9327,101030255.14580001,101030255.14580001
RW26,SBOA,IBREAKDOWN-CF,9407,101030255.14579917,101030255.14579917
RW26,SBOA,IBREAKDOWN-CF,9576,101038449.68828556,101038449.68828556
RW26,SBOA,IBREAKDOWN-CF,9580,101030255.14579912,101030255.14579912
RW26,SBOA,IBREAKDOWN-CF,9673,101030255.14348114,101030255.14348114
RW26,SBOA,IBREAKDOWN-CF,9849,101030255.1434808,101030255.1434808
RW26,SBOA,IBREAKDOWN-CF,9886,101030255.14348076,101030255.14348076
RW26,SBOA,IBREAKDOWN-CF,9962,101030255.14348067,101030255.14348067
RW26,SBOA,IBREAKDOWN-CF,9995,101030255.14579882,101030255.14579882
RW26,SBOA,IBREAKDOWN-CF,10004,101030255.14348066,101030255.14348066
RW26,SBOA,IBREAKDOWN-CF,10010,101030255.14348044,101030255.14348044
RW26,SBOA,IBREAKDOWN-CF,10036,101030255.14348038,101030255.14348038
RW26,SBOA,IBREAKDOWN-CF,10104,101030255.14347987,101030255.14347987
RW26,SBOA,IBREAKDOWN-CF,10344,101030255.14347956,101030255.14347956
RW26,SBOA,IBREAKDOWN-CF,10607,101038449.69020376,101038449.69020376
RW26,SBOA,IBREAKDOWN-CF,10625,101038449.6889553,101038449.6889553
RW26,SBOA,IBREAKDOWN-CF,10634,101038449.6888645,101038449.6888645
RW26,SBOA,IBREAKDOWN-CF,10666,101038449.68876632,101038449.68876632
RW26,SBOA,IBREAKDOWN-CF,11339,101038449.68874678,101038449.68874678
RW26,SBOA,IBREAKDOWN-CF,11526,101038449.68874118,101038449.68874118
RW26,SBOA,IBREAKDOWN-CF,11738,101038449.68873546,101038449.68873546
RW26,SBOA,IBREAKDOWN-CF,11764,101038449.68873294,101038449.68873294
RW26,SBOA,IBREAKDOWN-CF,11944,101038449.68872535,101038449.68872535
RW26,SBOA,IBREAKDOWN-CF,11978,101038449.68871163,101038449.68871163
RW26,SBOA,IBREAKDOWN-CF,12004,101038449.68870275,101038449.68870275
RW26,SBOA,IBREAKDOWN-CF,12089,101030255.14548549,101030255.14548549
RW26,SBOA,IBREAKDOWN-CF,12209,101030255.14439616,101030255.14439616
RW26,SBOA,IBREAKDOWN-CF,12630,101038449.68828988,101038449.68828988
RW26,SBOA,IBREAKDOWN-CF,12640,101038449.68828307,101038449.68828307
RW26,SBOA,IBREAKDOWN-CF,12762,101038449.68826653,101038449.68826653
RW26,SBOA,IBREAKDOWN-CF,13142,101038449.6882651,101038449.6882651
RW26,SBOA,IBREAKDOWN-CF,13202,101038449.6882641,101038449.6882641
RW26,SBOA,IBREAKDOWN-CF,13398,101038449.68826218,101038449.68826218
RW26,SBOA,IBREAKDOWN-CF,13524,101038449.68857056,101038449.68857056
RW26,SBOA,IBREAKDOWN-CF,13532,101038449.68848656,101038449.68848656
RW26,SBOA,IBREAKDOWN-CF,13595,101038449.68826216,101038449.68826216
RW26,SBOA,IBREAKDOWN-CF,13655,101038449.68826093,101038449.68826093
RW26,SBOA,IBREAKDOWN-CF,13826,101038449.68825854,101038449.68825854
RW26,SBOA,IBREAKDOWN-CF,13886,101038449.6882574,101038449.6882574
RW26,SBOA,IBREAKDOWN-CF,14066,101038449.68825068,101038449.68825068
RW26,SBOA,IBREAKDOWN-CF,14146,101038449.68848142,101038449.68848142
RW26,SBOA,IBREAKDOWN-CF,14148,101038449.68842837,101038449.68842837
RW26,SBOA,IBREAKDOWN-CF,14224,101038449.68833014,101038449.68833014
RW26,SBOA,IBREAKDOWN-CF,14246,101038449.68824953,101038449.68824953
RW26,SBOA,IBREAKDOWN-CF,14291,101030255.14367548,101030255.14367548
RW26,SBOA,IBREAKDOWN-CF,14611,101038449.68831095,101038449.68831095
RW26,SBOA,IBREAKDOWN-CF,14670,101030255.14345343,101030255.14345343
RW26,SBOA,IBREAKDOWN-CF,14702,101030255.14344534,101030255.14344534
RW26,SBOA,IBREAKDOWN-CF,14802,101030255.14344496,101030255.14344496
RW26,SBOA,IBREAKDOWN-CF,14913,101030255.14344445,101030255.14344445
RW26,SBOA,IBREAKDOWN-CF,14971,101038449.6882998,101038449.6882998
RW26,SBOA,IBREAKDOWN-CF,15153,101030255.14344443,101030255.14344443
RW26,SBOA,IBREAKDOWN-CF,15502,101030255.1443781,101030255.1443781
RW26,SBOA,IBREAKDOWN-CF,15516,101030255.14344437,101030255.14344437
RW26,SBOA,IBREAKDOWN-CF,15533,101030255.14414626,101030255.14414626
RW26,SBOA,IBREAKDOWN-CF,15545,101030255.14343646,101030255.14343646
RW26,SBOA,IBREAKDOWN-CF,15566,101030255.14386337,101030255.14386337
RW26,SBOA,IBREAKDOWN-CF,15648,101030255.1434443,101030255.1434443
RW26,SBOA,IBREAKDOWN-CF,15712,101030255.14344428,101030255.14344428
RW26,SBOA,IBREAKDOWN-CF,15803,101030255.14386165,101030255.14386165
RW26,SBOA,IBREAKDOWN-CF,15815,101030255.14344425,101030255.14344425
RW26,SBOA,IBREAKDOWN-CF,15834,101030255.14384562,101030255.14384562
RW26,SBOA,IBREAKDOWN-CF,15847,101030255.14344424,101030255.14344424
RW26,SBOA,IBREAKDOWN-CF,15954,101030255.14384405,101030255.14384405
RW26,SBOA,IBREAKDOWN-CF,16014,101030255.143844,101030255.143844
RW26,SBOA,IBREAKDOWN-CF,16058,101030255.14516507,101030255.14516507
RW26,SBOA,IBREAKDOWN-CF,16074,101030255.14435337,101030255.14435337
RW26,SBOA,IBREAKDOWN-CF,16076,101030255.1439867,101030255.1439867
RW26,SBOA,IBREAKDOWN-CF,16108,101030255.14391269,101030255.14391269
RW26,SBOA,IBREAKDOWN-CF,16125,101030255.14384687,101030255.14384687
RW26,SBOA,IBREAKDOWN-CF,16194,101030255.14384383,101030255.14384383
RW26,SBOA,IBREAKDOWN-CF,16220,101030255.14383253,101030255.14383253
RW26,SBOA,IBREAKDOWN-CF,16274,101038449.68820176,101038449.68820176
RW26,SBOA,IBREAKDOWN-CF,16280,101030255.14383034,101030255.14383034
RW26,SBOA,IBREAKDOWN-CF,16374,101030255.14384377,101030255.14384377
RW26,SBOA,IBREAKDOWN-CF,16460,101030255.14382908,101030255.14382908
RW26,SBOA,IBREAKDOWN-CF,16484,101030255.14344415,101030255.14344415
RW26,SBOA,IBREAKDOWN-CF,16490,101030255.14383732,101030255.14383732
RW26,SBOA,IBREAKDOWN-CF,16613,101030255.1438346,101030255.1438346
RW26,SBOA,IBREAKDOWN-CF,16640,101030255.14382687,101030255.14382687
RW26,SBOA,IBREAKDOWN-CF,16657,101030255.14344414,101030255.14344414
RW26,SBOA,IBREAKDOWN-CF,16737,101030255.14376917,101030255.14376917
RW26,SBOA,IBREAKDOWN-CF,16814,101030255.14383413,101030255.14383413
RW26,SBOA,IBREAKDOWN-CF,16850,101030255.1437585,101030255.1437585
RW26,SBOA,IBREAKDOWN-CF,16852,101030255.14383405,101030255.14383405
RW26,SBOA,IBREAKDOWN-CF,16904,101030255.14375718,101030255.14375718
RW26,SBOA,IBREAKDOWN-CF,16922,101030255.14383397,101030255.14383397
RW26,SBOA,IBREAKDOWN-CF,16973,101030255.14375307,101030255.14375307
RW26,SBOA,IBREAKDOWN-CF,16982,101030255.14383389,101030255.14383389
RW26,SBOA,IBREAKDOWN-CF,17059,101030255.14375135,101030255.14375135
RW26,SBOA,IBREAKDOWN-CF,17086,101030255.14374958,101030255.14374958
RW26,SBOA,IBREAKDOWN-CF,17162,101030255.14383388,101030255.14383388
RW26,SBOA,IBREAKDOWN-CF,17174,101030255.14374846,101030255.14374846
RW26,SBOA,IBREAKDOWN-CF,17342,101030255.14383379,101030255.14383379
RW26,SBOA,IBREAKDOWN-CF,17414,101030255.14374731,101030255.14374731
RW26,SBOA,IBREAKDOWN-CF,17701,101030255.14374556,101030255.14374556
RW26,SBOA,IBREAKDOWN-CF,17822,101030255.14374493,101030255.14374493
RW26,SBOA,IBREAKDOWN-CF,17832,101030255.14374487,101030255.14374487
RW26,SBOA,IBREAKDOWN-CF,17835,101030255.14374478,101030255.14374478
RW26,SBOA,IBREAKDOWN-CF,17902,101030255.14374477,101030255.14374477
RW26,SBOA,IBREAKDOWN-CF,17908,101030255.14374466,101030255.14374466
RW26,SBOA,IBREAKDOWN-CF,17936,101030255.14374442,101030255.14374442
RW26,SBOA,IBREAKDOWN-CF,17993,101030255.14374425,101030255.14374425
RW26,SBOA,IBREAKDOWN-CF,18691,101030255.14374422,101030255.14374422
RW26,SBOA,IBREAKDOWN-CF,18782,101030255.1437442,101030255.1437442
RW26,SBOA,IBREAKDOWN-CF,18801,101030255.14374416,101030255.14374416
RW26,SBOA,IBREAKDOWN-CF,18873,101030255.14374414,101030255.14374414
RW26,SBOA,IBREAKDOWN-CF,19293,101030255.1437441,101030255.1437441
RW26,SBOA,IBREAKDOWN-CF,21978,101038449.68820485,101038449.68820485
RW26,SBOA,IBREAKDOWN-CF,21979,101038449.68820244,101038449.68820244
RW26,SBOA,IBREAKDOWN-CF,21992,101038449.68820216,101038449.68820216
RW26,SBOA,IBREAKDOWN-CF,21993,101038449.68820207,101038449.68820207
RW26,SBOA,IBREAKDOWN-CF,21999,101038449.68820202,101038449.68820202
RW26,SBOA,IBREAKDOWN-CF,22024,101038449.68820196,101038449.68820196
RW26,SBOA,IBREAKDOWN-CF,22054,101038449.68820171,101038449.68820171
RW26,SBOA,IBREAKDOWN-CF,22119,101038449.6882017,101038449.6882017
RW26,SBOA,IBREAKDOWN-CF,23173,101030255.14376476,101030255.14376476
RW26,SBOA,IBREAKDOWN-CF,23177,101030255.14364465,101030255.14364465
RW26,SBOA,IBREAKDOWN-CF,23182,101030255.14362964,101030255.14362964
RW26,SBOA,IBREAKDOWN-CF,23197,101030255.14358838,101030255.14358838
RW26,SBOA,IBREAKDOWN-CF,23202,101030255.14357255,101030255.14357255
RW26,SBOA,IBREAKDOWN-CF,23237,101030255.14351353,101030255.14351353
RW26,SBOA,IBREAKDOWN-CF,23301,101030255.14350177,101030255.14350177
RW26,SBOA,IBREAKDOWN-CF,23435,101030255.14344706,101030255.14344706
RW26,SBOA,IBREAKDOWN-CF,23445,101030255.14344412,101030255.14344412
RW26,SBOA,IBREAKDOWN-CF,23479,101030255.14343542,101030255.14343542
RW26,SBOA,IBREAKDOWN-CF,23724,101030255.14343537,101030255.14343537
RW26,SBOA,IBREAKDOWN-CF,23904,101030255.1434352,101030255.1434352
RW26,SBOA,IBREAKDOWN-CF,24089,101030255.14344694,101030255.14344694
RW26,SBOA,IBREAKDOWN-CF,24214,101030255.14344491,101030255.14344491
RW26,SBOA,IBREAKDOWN-CF,24269,101030255.14343713,101030255.14343713
RW26,SBOA,IBREAKDOWN-CF,24429,101030255.1435017,101030255.1435017
RW26,SBOA,IBREAKDOWN-CF,24489,101030255.14344929,101030255.14344929
RW26,SBOA,IBREAKDOWN-CF,25185,101030255.14347026,101030255.14347026
RW26,SBOA,IBREAKDOWN-CF,25216,101030255.14344904,101030255.14344904
RW26,SBOA,IBREAKDOWN-CF,25230,101030255.1434699,101030255.1434699
RW26,SBOA,IBREAKDOWN-CF,25249,101030255.14345253,101030255.14345253
RW26,SBOA,IBREAKDOWN-CF,25279,101030255.1434489,101030255.1434489
RW26,SBOA,IBREAKDOWN-CF,25334,101030255.14344795,101030255.14344795
RW26,SBOA,IBREAKDOWN-CF,25410,101030255.14344698,101030255.14344698
RW26,SBOA,IBREAKDOWN-CF,25445,101030255.1434485,101030255.1434485
RW26,SBOA,IBREAKDOWN-CF,25820,101030255.14393629,101030255.14393629
RW26,SBOA,IBREAKDOWN-CF,25909,101030255.1434421,101030255.1434421
RW26,SBOA,IBREAKDOWN-CF,25939,101030255.14347072,101030255.14347072
RW26,SBOA,IBREAKDOWN-CF,25957,101030255.14346306,101030255.14346306
RW26,SBOA,IBREAKDOWN-CF,25973,101030255.14345485,101030255.14345485
RW26,SBOA,IBREAKDOWN-CF,26020,101030255.14344998,101030255.14344998
RW26,SBOA,IBREAKDOWN-CF,26040,101030255.14344689,101030255.14344689
RW26,SBOA,IBREAKDOWN-CF,26053,101030255.14344995,101030255.14344995
RW26,SBOA,IBREAKDOWN-CF,26091,101030255.14344639,101030255.14344639
RW26,SBOA,IBREAKDOWN-CF,26141,101030255.14344533,101030255.14344533
RW26,SBOA,IBREAKDOWN-CF,26180,101030255.14344466,101030255.14344466
RW26,SBOA,IBREAKDOWN-CF,26215,101030255.14344275,101030255.14344275
RW26,SBOA,IBREAKDOWN-CF,26302,101030255.14344206,101030255.14344206
RW26,SBOA,IBREAKDOWN-CF,26323,101030255.14344688,101030255.14344688
RW26,SBOA,IBREAKDOWN-CF,26547,101030255.1434409,101030255.1434409
RW26,SBOA,IBREAKDOWN-CF,26666,101030255.14344686,101030255.14344686
RW26,SBOA,IBREAKDOWN-CF,26667,101030255.14344035,101030255.14344035
RW26,SBOA,IBREAKDOWN-CF,26726,101030255.14344685,101030255.14344685
RW26,SBOA,IBREAKDOWN-CF,26828,101030255.1434468,101030255.1434468
RW26,SBOA,IBREAKDOWN-CF,27113,101038449.68820171,101038449.68820171
RW26,SBOA,IBREAKDOWN-CF,27527,101038449.688214,101038449.688214
RW26,SBOA,IBREAKDOWN-CF,27589,101030255.14393598,101030255.14393598
RW26,SBOA,IBREAKDOWN-CF,27912,101030255.14344439,101030255.14344439
RW26,SBOA,IBREAKDOWN-CF,27960,101038449.68821743,101038449.68821743
RW26,SBOA,IBREAKDOWN-CF,28323,101038449.68820995,101038449.68820995
RW26,SBOA,IBREAKDOWN-CF,28741,101038449.68820988,101038449.68820988
RW26,SBOA,IBREAKDOWN-CF,29101,101038449.68820882,101038449.68820882
RW26,SBOA,IBREAKDOWN-CF,29104,101038449.6882087,101038449.6882087
RW26,SBOA,IBREAKDOWN-CF,29840,101030255.14343989,101030255.14343989
RW26,SBOA,IBREAKDOWN-CF,29846,101030255.14343607,101030255.14343607
RW26,SBOA,IBREAKDOWN-CF,29930,101030255.14343587,101030255.14343587
RW26,SBOA,IBREAKDOWN-CF,30048,101030255.14343584,101030255.14343584
RW26,SBOA,IBREAKDOWN-CF,30057,101030255.14343539,101030255.14343539
RW26,SBOA,IBREAKDOWN-CF,30063,101030255.14344436,101030255.14344436
RW26,SBOA,IBREAKDOWN-CF,30243,101030255.14344424,101030255.14344424
RW26,SBOA,IBREAKDOWN-CF,30423,101030255.14344415,101030255.14344415
RW26,SBOA,IBREAKDOWN-CF,30798,101030255.14343537,101030255.14343537
RW26,SBOA,IBREAKDOWN-CF,30825,101030255.14343536,101030255.14343536
RW26,SBOA,IBREAKDOWN-CF,31121,101038449.6882017,101038449.6882017
RW26,SBOA,IBREAKDOWN-CF,31313,101030255.1434353,101030255.1434353
RW26,SBOA,IBREAKDOWN-CF,31493,101030255.14343527,101030255.14343527
RW26,SBOA,IBREAKDOWN-CF,33004,101038449.68820207,101038449.68820207
RW26,SBOA,IBREAKDOWN-CF,33897,101030255.14348927,101030255.14348927
RW26,SBOA,IBREAKDOWN-CF,34025,101030255.14348842,101030255.14348842
RW26,SBOA,IBREAKDOWN-CF,34028,101030255.14348732,101030255.14348732
RW26,SBOA,IBREAKDOWN-CF,34041,101030255.14348517,101030255.14348517
RW26,SBOA,IBREAKDOWN-CF,34089,101030255.1434849,101030255.1434849
RW26,SBOA,IBREAKDOWN-CF,34605,101030255.14347893,101030255.14347893
RW26,SBOA,IBREAKDOWN-CF,34661,101030255.14346817,101030255.14346817
RW26,SBOA,IBREAKDOWN-CF,35247,101030255.14346783,101030255.14346783
RW26,SBOA,IBREAKDOWN-CF,39477,101038449.6882026,101038449.6882026
RW26,SBOA,LIME-CF,1,220605497637.99048,37709610327.11584
RW26,SBOA,LIME-CF,2,9940084052.518394,2309867982.7761574
RW26,SBOA,LIME-CF,3,7081633039.598947,2336515631.0602884
RW26,SBOA,LIME-CF,4,2025374184.225145,1068673002.6148671
RW26,SBOA,LIME-CF,5,743238219.0488242,743238219.0488242
RW26,SBOA,LIME-CF,6,137437357.8808704,131356605.12464519
RW26,SBOA,LIME-CF,7,716935528.5523719,321140268.1556643
RW26,SBOA,LIME-CF,8,141132459.72195974,141132459.72195974
RW26,SBOA,LIME-CF,9,759269673.7212704,108779410.55174865
RW26,SBOA,LIME-CF,10,116159045.25660315,116159045.25660315
RW26,SBOA,LIME-CF,12,1168151014.4533646,1168151014.4533646
RW26,SBOA,LIME-CF,13,158472822.0550641,142612183.10749602
RW26,SBOA,LIME-CF,14,142377156.9680449,142377156.9680449
RW26,SBOA,LIME-CF,16,136166240.44008964,136166240.44008964
RW26,SBOA,LIME-CF,17,194008584.24804288,194008584.24804288
RW26,SBOA,LIME-CF,18,109884611.10104093,109884611.10104093
RW26,SBOA,LIME-CF,19,119052605.83676304,119052605.83676304
RW26,SBOA,LIME-CF,20,108934674.43690799,108934674.43690799
RW26,SBOA,LIME-CF,21,104240195.61067195,104240195.61067195
RW26,SBOA,LIME-CF,22,491933533.83122766,491933533.83122766
RW26,SBOA,LIME-CF,23,103064077.81578654,103064077.81578654
RW26,SBOA,LIME-CF,25,115759257.70000154,115759257.70000154
RW26,SBOA,LIME-CF,26,130249751.67730235,130249751.67730235
RW26,SBOA,LIME-CF,27,104063721.09836613,103133137.16694595
RW26,SBOA,LIME-CF,30,101470176.49791774,101470176.49791774
RW26,SBOA,LIME-CF,31,108522093.19703117,108522093.19703117
RW26,SBOA,LIME-CF,34,113056876.02330443,113056876.02330443
RW26,SBOA,LIME-CF,35,119706515.18131685,119706515.18131685
RW26,SBOA,LIME-CF,36,108486283.03660423,108486283.03660423
RW26,SBOA,LIME-CF,41,111178222.10388786,111178222.10388786
RW26,SBOA,LIME-CF,52,102896047.1534851,102896047.1534851
RW26,SBOA,LIME-CF,58,140956094.84501523,140956094.84501523
RW26,SBOA,LIME-CF,59,103105269.64473866,103105269.64473866
RW26,SBOA,LIME-CF,65,107907564.3506838,107907564.3506838
RW26,SBOA,LIME-CF,66,123033619.95398942,123033619.95398942
RW26,SBOA,LIME-CF,69,114047113.97922763,114047113.97922763
RW26,SBOA,LIME-CF,78,105472426.18075594,105472426.18075594
RW26,SBOA,LIME-CF,86,102690814.82145113,102690814.82145113
RW26,SBOA,LIME-CF,90,101762275.26687199,101762275.26687199
RW26,SBOA,LIME-CF,96,131140330.3027027,131140330.3027027
RW26,SBOA,LIME-CF,99,101150561.67869948,101150561.67869948
RW26,SBOA,LIME-CF,102,113169353.48409246,113169353.48409246
RW26,SBOA,LIME-CF,104,107050788.00106832,107050788.00106832
RW26,SBOA,LIME-CF,110,117747726.35838243,117747726.35838243
RW26,SBOA,LIME-CF,118,116371144.53819758,116371144.53819758
RW26,SBOA,LIME-CF,119,108231610.48015958,108231610.48015958
RW26,SBOA,LIME-CF,122,101783082.20900808,101783082.20900808
RW26,SBOA,LIME-CF,129,103458982.71536975,103458982.71536975
RW26,SBOA,LIME-CF,133,107353441.62175533,107353441.62175533
RW26,SBOA,LIME-CF,134,106877183.76123796,106877183.76123796
RW26,SBOA,LIME-CF,149,103270077.66032459,103270077.66032459
RW26,SBOA,LIME-CF,154,103016132.23271407,103016132.23271407
RW26,SBOA,LIME-CF,155,102178765.7759057,102178765.7759057
RW26,SBOA,LIME-CF,158,105001652.36823869,101587255.89369453
RW26,SBOA,LIME-CF,160,106492491.33894725,106492491.33894725
RW26,SBOA,LIME-CF,166,105480833.38860074,105480833.38860074
RW26,SBOA,LIME-CF,170,106281904.8449278,106281904.8449278
RW26,SBOA,LIME-CF,177,218537234.02988973,218537234.02988973
RW26,SBOA,LIME-CF,184,102813210.98285265,102813210.98285265
RW26,SBOA,LIME-CF,189,160689207.10633165,160689207.10633165
RW26,SBOA,LIME-CF,190,101359781.49357603,101359781.49357603
RW26,SBOA,LIME-CF,192,105188288.83858685,105188288.83858685
RW26,SBOA,LIME-CF,194,159560440.19490495,159560440.19490495
RW26,SBOA,LIME-CF,196,115577430.45059653,115577430.45059653
RW26,SBOA,LIME-CF,198,104481765.42744792,104481765.42744792
RW26,SBOA,LIME-CF,199,135693332.77088463,135693332.77088463
RW26,SBOA,LIME-CF,200,101479896.12186229,101479896.12186229
RW26,SBOA,LIME-CF,206,101197759.56534907,101197759.56534907
RW26,SBOA,LIME-CF,208,112109185.88661595,112109185.88661595
RW26,SBOA,LIME-CF,214,102105957.7736068,102105957.7736068
RW26,SBOA,LIME-CF,215,104214981.98951459,104214981.98951459
RW26,SBOA,LIME-CF,218,119082909.08463477,119082909.08463477
RW26,SBOA,LIME-CF,219,101465148.80968647,101465148.80968647
RW26,SBOA,LIME-CF,220,108778035.92838973,108778035.92838973
RW26,SBOA,LIME-CF,222,113385835.81218024,113385835.81218024
RW26,SBOA,LIME-CF,225,104200417.35742134,104200417.35742134
RW26,SBOA,LIME-CF,227,104857843.02294865,104857843.02294865
RW26,SBOA,LIME-CF,230,103942022.32459092,103942022.32459092
RW26,SBOA,LIME-CF,231,121504650.97135001,121504650.97135001
RW26,SBOA,LIME-CF,232,109438898.27811708,109438898.27811708
RW26,SBOA,LIME-CF,233,102460083.8754229,102460083.8754229
RW26,SBOA,LIME-CF,235,103788307.16286291,103788307.16286291
RW26,SBOA,LIME-CF,236,101997728.87753974,101997728.87753974
RW26,SBOA,LIME-CF,239,104106989.91196568,104106989.91196568
RW26,SBOA,LIME-CF,241,112140571.01512629,112140571.01512629
RW26,SBOA,LIME-CF,243,102004907.91636889,102004907.91636889
RW26,SBOA,LIME-CF,244,104098264.79848492,104098264.79848492
RW26,SBOA,LIME-CF,245,101191385.36240792,101191385.36240792
RW26,SBOA,LIME-CF,247,102148311.04052727,102486472.70893075
RW26,SBOA,LIME-CF,248,117708920.45725569,117708920.45725569
RW26,SBOA,LIME-CF,250,112012323.53099754,112012323.53099754
RW26,SBOA,LIME-CF,253,109430386.96081623,109430386.96081623
RW26,SBOA,LIME-CF,255,103145521.45633414,103145521.45633414
RW26,SBOA,LIME-CF,258,101933278.09970877,101933278.09970877
RW26,SBOA,LIME-CF,259,104026589.02847396,102785445.36254217
RW26,SBOA,LIME-CF,261,102179369.63859555,102179369.63859555
RW26,SBOA,LIME-CF,263,101789432.73507671,101789432.73507671
RW26,SBOA,LIME-CF,264,104797858.57292564,104797858.57292564
RW26,SBOA,LIME-CF,267,102847351.79021671,102847351.79021671
RW26,SBOA,LIME-CF,268,101403752.62788938,101403752.62788938
RW26,SBOA,LIME-CF,269,111931362.1395124,111931362.1395124
RW26,SBOA,LIME-CF,271,101748464.24430734,101748464.24430734
RW26,SBOA,LIME-CF,273,103206351.20666206,103498721.06654736
RW26,SBOA,LIME-CF,274,104419178.48187983,104419178.48187983
RW26,SBOA,LIME-CF,276,106205061.30964656,106205061.30964656
RW26,SBOA,LIME-CF,277,101182796.74118964,101182796.74118964
RW26,SBOA,LIME-CF,278,101317855.04894026,101317855.04894026
RW26,SBOA,LIME-CF,280,101285078.71725549,101285078.71725549
RW26,SBOA,LIME-CF,281,101109040.60124731,101109040.60124731
RW26,SBOA,LIME-CF,283,101145032.59342453,101145032.59342453
RW26,SBOA,LIME-CF,284,110489792.0580816,110489792.0580816
RW26,SBOA,LIME-CF,285,101316762.73146643,101316762.73146643
RW26,SBOA,LIME-CF,287,114076109.52287251,114076109.52287251
RW26,SBOA,LIME-CF,288,103736816.44278832,103736816.44278832
RW26,SBOA,LIME-CF,290,110044689.65922605,110044689.65922605
RW26,SBOA,LIME-CF,291,101398838.98361403,101260367.12915185
RW26,SBOA,LIME-CF,292,106281747.91084832,106281747.91084832
RW26,SBOA,LIME-CF,293,101457937.37419517,101457937.37419517
RW26,SBOA,LIME-CF,294,102244319.18903941,102244319.18903941
RW26,SBOA,LIME-CF,295,101106214.43183273,101106214.43183273
RW26,SBOA,LIME-CF,296,103370954.3338205,103370954.3338205
RW26,SBOA,LIME-CF,297,103079610.28586318,103079610.28586318
RW26,SBOA,LIME-CF,298,101657319.32157753,101732597.9533523
RW26,SBOA,LIME-CF,300,108666067.78709526,108666067.78709526
RW26,SBOA,LIME-CF,303,101488598.63404347,101488598.63404347
RW26,SBOA,LIME-CF,305,108826319.49636847,108826319.49636847
