problem,algorithm,variant,nfe,mean_best,median_best
RW26,GSK,ACME-CF,1,457113491632.9171,162980727406.0741
RW26,GSK,ACME-CF,2,18903710210.60502,3455384196.0051823
RW26,GSK,ACME-CF,3,5958771984.167555,1079201107.7555814
RW26,GSK,ACME-CF,4,2286757006.8612447,567290856.980114
RW26,GSK,ACME-CF,5,3571058498.6079917,917200739.4354374
RW26,GSK,ACME-CF,6,2672869046.654396,196177237.2565649
RW26,GSK,ACME-CF,7,858234363.7396567,541366565.0095116
RW26,GSK,ACME-CF,8,104374440.77662706,104374440.77662706
RW26,GSK,ACME-CF,9,5540634907.762252,297581505.11377794
RW26,GSK,ACME-CF,10,629958445.1926975,317264617.81672287
RW26,GSK,ACME-CF,11,874490551.5192353,874490551.5192353
RW26,GSK,ACME-CF,12,4528697557.6253395,4528697557.6253395
RW26,GSK,ACME-CF,13,480385038.4779096,353865151.37695444
RW26,GSK,ACME-CF,14,213276809.46041387,213276809.46041387
RW26,GSK,ACME-CF,15,702737395.8717531,702737395.8717531
RW26,GSK,ACME-CF,16,116403302.24882524,116403302.24882524
RW26,GSK,ACME-CF,17,169716979.18509662,161431402.98831105
RW26,GSK,ACME-CF,20,118121112.56297904,118121112.56297904
RW26,GSK,ACME-CF,21,701056177.8304644,701056177.8304644
RW26,GSK,ACME-CF,22,103472968.8406895,103472968.8406895
RW26,GSK,ACME-CF,23,103883144.94229652,103883144.94229652
RW26,GSK,ACME-CF,24,109291402.44216588,109291402.44216588
RW26,GSK,ACME-CF,26,135440777.99949694,135440777.99949694
RW26,GSK,ACME-CF,27,102791113.32770087,102791113.32770087
RW26,GSK,ACME-CF,28,113592237.86928195,113592237.86928195
RW26,GSK,ACME-CF,29,529234464.27578855,529234464.27578855
RW26,GSK,ACME-CF,30,137100872.82305032,137100872.82305032
RW26,GSK,ACME-CF,32,101562398.68136922,101562398.68136922
RW26,GSK,ACME-CF,34,120497237.3574874,120497237.3574874
RW26,GSK,ACME-CF,35,101146517.31679773,101146517.31679773
RW26,GSK,ACME-CF,38,119069810.94459069,119069810.94459069
RW26,GSK,ACME-CF,39,101614138.33140136,101614138.33140136
RW26,GSK,ACME-CF,40,102317016.00264071,102317016.00264071
RW26,GSK,ACME-CF,42,112102778.68801388,112102778.68801388
RW26,GSK,ACME-CF,43,101661041.18504833,101661041.18504833
RW26,GSK,ACME-CF,46,105416096.14919037,105416096.14919037
RW26,GSK,ACME-CF,50,105241500.42450038,105241500.42450038
RW26,GSK,ACME-CF,54,101336947.58201604,101336947.58201604
RW26,GSK,ACME-CF,58,144111561.3033355,144111561.3033355
RW26,GSK,ACME-CF,60,101170129.07650037,101170129.07650037
RW26,GSK,ACME-CF,64,101331579.9097813,101331579.9097813
RW26,GSK,ACME-CF,68,103277188.20829056,103277188.20829056
RW26,GSK,ACME-CF,71,110916111.07103144,110916111.07103144
RW26,GSK,ACME-CF,74,106434387.22828072,106434387.22828072
RW26,GSK,ACME-CF,77,107166258.14251393,107166258.14251393
RW26,GSK,ACME-CF,83,102660426.08816388,102660426.08816388
RW26,GSK,ACME-CF,85,101517677.6640585,101517677.6640585
RW26,GSK,ACME-CF,89,131302484.16174644,131302484.16174644
RW26,GSK,ACME-CF,91,101410006.10756648,101410006.10756648
RW26,GSK,ACME-CF,92,127446115.58444984,127446115.58444984
RW26,GSK,ACME-CF,93,103527935.7671986,103527935.7671986
RW26,GSK,ACME-CF,99,101523071.68962966,101523071.68962966
RW26,GSK,ACME-CF,102,108685347.94258451,101331703.77036756
RW26,GSK,ACME-CF,103,103649479.88168482,102462144.69307005
RW26,GSK,ACME-CF,104,103702773.04243135,103702773.04243135
RW26,GSK,ACME-CF,105,101991659.25076354,101417212.74529165
RW26,GSK,ACME-CF,106,102946208.88582967,102946208.88582967
RW26,GSK,ACME-CF,107,101212936.62807998,101212936.62807998
RW26,GSK,ACME-CF,108,101567566.46443109,101567566.46443109
RW26,GSK,ACME-CF,109,101738533.364773,101738533.364773
RW26,GSK,ACME-CF,110,101506418.31439345,101506418.31439345
RW26,GSK,ACME-CF,111,101073752.233945,101073752.233945
RW26,GSK,ACME-CF,112,102556371.67232391,102556371.67232391
RW26,GSK,ACME-CF,113,101488700.06499508,101590572.41423012
RW26,GSK,ACME-CF,114,101112482.81901723,101112482.81901723
RW26,GSK,ACME-CF,116,101157800.70985056,101157800.70985056
RW26,GSK,ACME-CF,118,101060180.85244659,101060180.85244659
RW26,GSK,ACME-CF,119,101107403.27548249,101107403.27548249
RW26,GSK,ACME-CF,121,102846520.04640517,102846520.04640517
RW26,GSK,ACME-CF,123,101116682.996113,101116682.996113
RW26,GSK,ACME-CF,126,101154690.95566286,101154690.95566286
RW26,GSK,ACME-CF,133,101033679.0159135,101033679.0159135
RW26,GSK,ACME-CF,134,101051124.15617861,101051124.15617861
RW26,GSK,ACME-CF,139,102283082.4266243,102283082.4266243
RW26,GSK,ACME-CF,140,101190705.80252466,101190705.80252466
RW26,GSK,ACME-CF,142,101076879.29750863,101076879.29750863
RW26,GSK,ACME-CF,155,101448019.39108035,101448019.39108035
RW26,GSK,ACME-CF,163,101176285.08556987,101176285.08556987
RW26,GSK,ACME-CF,190,102054426.23169194,102054426.23169194
RW26,GSK,ACME-CF,202,101237402.2854567,101191811.46791469
RW26,GSK,ACME-CF,203,101111137.2330337,101131977.74637952
RW26,GSK,ACME-CF,204,101123210.39353001,101123210.39353001
RW26,GSK,ACME-CF,205,101137932.4508611,101149772.4564503
RW26,GSK,ACME-CF,206,101089238.48772308,101082785.72161351
RW26,GSK,ACME-CF,208,101056437.9800658,101056437.9800658
RW26,GSK,ACME-CF,209,101083797.93160035,101083797.93160035
RW26,GSK,ACME-CF,210,101077651.83707258,101077651.83707258
RW26,GSK,ACME-CF,211,101044467.8311555,101044467.8311555
RW26,GSK,ACME-CF,212,101134519.14602438,101134519.14602438
RW26,GSK,ACME-CF,216,101038936.27595982,101038936.27595982
RW26,GSK,ACME-CF,217,101103116.9757988,101103116.9757988
RW26,GSK,ACME-CF,218,101109973.09424797,101109973.09424797
RW26,GSK,ACME-CF,220,101148535.94293001,101148535.94293001
RW26,GSK,ACME-CF,223,101150051.2306938,101150051.2306938
RW26,GSK,ACME-CF,225,101114026.45370579,101114026.45370579
RW26,GSK,ACME-CF,226,101032975.9172039,101032975.9172039
RW26,GSK,ACME-CF,227,101039492.74097449,101039492.74097449
RW26,GSK,ACME-CF,231,101036017.39636178,101036017.39636178
RW26,GSK,ACME-CF,236,101054811.76276797,101054811.76276797
RW26,GSK,ACME-CF,237,101048174.59659016,101047841.16564475
RW26,GSK,ACME-CF,239,101052130.89154854,101052130.89154854
RW26,GSK,ACME-CF,244,101126145.23467095,101126145.23467095
RW26,GSK,ACME-CF,249,101054100.43912189,101054100.43912189
RW26,GSK,ACME-CF,250,101046487.25430031,101046487.25430031
RW26,GSK,ACME-CF,253,101056719.63743794,101056719.63743794
RW26,GSK,ACME-CF,254,101088188.16042523,101088188.16042523
RW26,GSK,ACME-CF,255,101038481.07199956,101038481.07199956
RW26,GSK,ACME-CF,257,101032153.29592763,101032153.29592763
RW26,GSK,ACME-CF,258,101040021.10652839,101040021.10652839
RW26,GSK,ACME-CF,264,101037380.19217923,101037380.19217923
RW26,GSK,ACME-CF,265,101053011.7634856,101053011.7634856
RW26,GSK,ACME-CF,269,101031085.71675703,101031085.71675703
RW26,GSK,ACME-CF,274,101131304.17829795,101131304.17829795
RW26,GSK,ACME-CF,291,101075516.00517903,101075516.00517903
RW26,GSK,ACME-CF,302,101033780.59341025,101033780.59341025
RW26,GSK,ACME-CF,303,101045841.0249929,101045841.0249929
RW26,GSK,ACME-CF,307,101032028.63581544,101032028.63581544
RW26,GSK,ACME-CF,308,101050000.49543846,101050000.49543846
RW26,GSK,ACME-CF,310,101039167.1060644,101039167.1060644
RW26,GSK,ACME-CF,313,101040228.06935774,101040228.06935774
RW26,GSK,ACME-CF,320,101042976.94416799,101042976.94416799
RW26,GSK,ACME-CF,325,101034921.6279798,101034921.6279798
RW26,GSK,ACME-CF,327,101036702.95126279,101036702.95126279
RW26,GSK,ACME-CF,328,101087833.51143545,101087833.51143545
RW26,GSK,ACME-CF,330,101045258.53640522,101045258.53640522
RW26,GSK,ACME-CF,332,101034093.98641075,101034093.98641075
RW26,GSK,ACME-CF,336,101044768.73286042,101044768.73286042
RW26,GSK,ACME-CF,342,101038666.71600698,101038666.71600698
RW26,GSK,ACME-CF,346,101035322.70986497,101035322.70986497
RW26,GSK,ACME-CF,347,101040797.24338745,101040797.24338745
RW26,GSK,ACME-CF,357,101031087.1555642,101031087.1555642
RW26,GSK,ACME-CF,362,101042063.33682846,101042063.33682846
RW26,GSK,ACME-CF,382,101052601.77899913,101052601.77899913
RW26,GSK,ACME-CF,386,101031815.40065426,101031815.40065426
RW26,GSK,ACME-CF,402,101030687.64572975,101030687.64572975
RW26,GSK,ACME-CF,412,101036723.90460181,101036723.90460181
RW26,GSK,ACME-CF,416,101033340.90956867,101033340.90956867
RW26,GSK,ACME-CF,426,101049620.0492265,101049620.0492265
RW26,GSK,ACME-CF,431,101030939.21586356,101030939.21586356
RW26,GSK,ACME-CF,432,101031996.40583405,101031996.40583405
RW26,GSK,ACME-CF,433,101034212.64266579,101034212.64266579
RW26,GSK,ACME-CF,434,101031338.04406758,101031338.04406758
RW26,GSK,ACME-CF,438,101030393.92792845,101030393.92792845
RW26,GSK,ACME-CF,439,101033057.76249026,101033057.76249026
RW26,GSK,ACME-CF,442,101032194.49584568,101032194.49584568
RW26,GSK,ACME-CF,450,101030396.14899021,101030396.14899021
RW26,GSK,ACME-CF,456,101046892.86386128,101046892.86386128
RW26,GSK,ACME-CF,457,101030260.72713666,101030260.72713666
RW26,GSK,ACME-CF,495,101031475.02105613,101031475.02105613
RW26,GSK,ACME-CF,502,101032582.94196805,101032582.94196805
RW26,GSK,ACME-CF,531,101030801.91133332,101030801.91133332
RW26,GSK,ACME-CF,532,101046147.8126592,101046147.8126592
RW26,GSK,ACME-CF,535,101034833.37420008,101034833.37420008
RW26,GSK,ACME-CF,539,101030461.38701877,101030461.38701877
RW26,GSK,ACME-CF,541,101030408.33505237,101030408.33505237
RW26,GSK,ACME-CF,545,101030682.16720112,101030682.16720112
RW26,GSK,ACME-CF,574,101048276.22257747,101048276.22257747
RW26,GSK,ACME-CF,582,101061348.8384228,101061348.8384228
RW26,GSK,ACME-CF,584,101030261.46598485,101030261.46598485
RW26,GSK,ACME-CF,590,101030349.7964535,101030349.7964535
RW26,GSK,ACME-CF,597,101032074.58387128,101032074.58387128
RW26,GSK,ACME-CF,602,101030698.62691693,101030698.62691693
RW26,GSK,ACME-CF,612,101033931.39935888,101033931.39935888
RW26,GSK,ACME-CF,629,101038899.49122578,101038899.49122578
RW26,GSK,ACME-CF,640,101032871.12669194,101032871.12669194
RW26,GSK,ACME-CF,642,101045961.49664515,101045961.49664515
RW26,GSK,ACME-CF,643,101055181.94202673,101055181.94202673
RW26,GSK,ACME-CF,646,101032825.3380281,101032825.3380281
RW26,GSK,ACME-CF,657,101031532.19942527,101031532.19942527
RW26,GSK,ACME-CF,662,101030256.64603066,101030256.64603066
RW26,GSK,ACME-CF,670,101055126.32158715,101055126.32158715
RW26,GSK,ACME-CF,679,101030471.2331197,101030471.2331197
RW26,GSK,ACME-CF,701,101032299.6106281,101032299.6106281
RW26,GSK,ACME-CF,706,101031022.83294064,101031022.83294064
RW26,GSK,ACME-CF,726,101030312.72113253,101030312.72113253
RW26,GSK,ACME-CF,728,101031754.00990051,101031754.00990051
RW26,GSK,ACME-CF,729,101054549.85711978,101054549.85711978
RW26,GSK,ACME-CF,731,101044922.7166828,101044922.7166828
RW26,GSK,ACME-CF,735,101040771.9278704,101040771.9278704
RW26,GSK,ACME-CF,737,101034858.72819752,101034858.72819752
RW26,GSK,ACME-CF,741,101033567.82314008,101033567.82314008
RW26,GSK,ACME-CF,752,101039462.39360885,101039462.39360885
RW26,GSK,ACME-CF,758,101038582.54820171,101038582.54820171
RW26,GSK,ACME-CF,763,101030750.74644352,101030750.74644352
RW26,GSK,ACME-CF,768,101030724.51379742,101030724.51379742
RW26,GSK,ACME-CF,788,101030305.4477605,101030305.4477605
RW26,GSK,ACME-CF,792,101030255.14943568,101030255.14943568
RW26,GSK,ACME-CF,798,101030375.31804603,101030375.31804603
RW26,GSK,ACME-CF,838,101037569.31106912,101037569.31106912
RW26,GSK,ACME-CF,840,101030378.19849098,101030378.19849098
RW26,GSK,ACME-CF,849,101036900.57600763,101036900.57600763
RW26,GSK,ACME-CF,857,101030375.72864273,101030375.72864273
RW26,GSK,ACME-CF,858,101037491.90590894,101037491.90590894
RW26,GSK,ACME-CF,861,101030296.92699179,101030296.92699179
RW26,GSK,ACME-CF,874,101039583.98362102,101039583.98362102
RW26,GSK,ACME-CF,884,101035445.60728663,101035445.60728663
RW26,GSK,ACME-CF,887,101030379.78665167,101030379.78665167
RW26,GSK,ACME-CF,897,101038747.2149718,101038747.2149718
RW26,GSK,ACME-CF,902,101030259.52481762,101030259.52481762
RW26,GSK,ACME-CF,917,101030257.13906692,101030257.13906692
RW26,GSK,ACME-CF,931,101030288.05069594,101030288.05069594
RW26,GSK,ACME-CF,942,101030256.11002854,101030256.11002854
RW26,GSK,ACME-CF,977,101030637.84396021,101030637.84396021
RW26,GSK,ACME-CF,987,101030290.86983338,101030290.86983338
RW26,GSK,ACME-CF,992,101032546.59336624,101032546.59336624
RW26,GSK,ACME-CF,998,101030265.27798593,101030265.27798593
RW26,GSK,ACME-CF,1014,101030255.28299673,101030255.28299673
RW26,GSK,ACME-CF,1020,101030255.55608425,101030255.55608425
RW26,GSK,ACME-CF,1034,101030272.98503768,101030272.98503768
RW26,GSK,ACME-CF,1035,101032738.60422796,101032738.60422796
RW26,GSK,ACME-CF,1048,101030265.53433,101030265.53433
RW26,GSK,ACME-CF,1056,101038492.22078331,101038492.22078331
RW26,GSK,ACME-CF,1067,101030715.15284751,101030715.15284751
RW26,GSK,ACME-CF,1096,101030255.20451361,101030255.20451361
RW26,GSK,ACME-CF,1102,101033765.85169506,101033765.85169506
RW26,GSK,ACME-CF,1106,101030255.39132616,101030255.39132616
RW26,GSK,ACME-CF,1111,101038477.84181778,101038477.84181778
RW26,GSK,ACME-CF,1114,101030255.15778042,101030255.15778042
RW26,GSK,ACME-CF,1133,101031115.44514927,101031115.44514927
RW26,GSK,ACME-CF,1141,101030413.54313575,101030413.54313575
RW26,GSK,ACME-CF,1161,101030374.37254596,101030374.37254596
RW26,GSK,ACME-CF,1168,101038459.8601405,101038459.8601405
RW26,GSK,ACME-CF,1201,101030382.77128811,101030382.77128811
RW26,GSK,ACME-CF,1205,101030264.71398933,101030264.71398933
RW26,GSK,ACME-CF,1233,101030328.39983271,101030328.39983271
RW26,GSK,ACME-CF,1265,101030256.38694279,101030256.38694279
RW26,GSK,ACME-CF,1292,101038457.42735589,101038457.42735589
RW26,GSK,ACME-CF,1302,101032911.13238928,101032911.13238928
RW26,GSK,ACME-CF,1305,101030256.7982827,101030256.7982827
RW26,GSK,ACME-CF,1318,101030333.07775865,101030333.07775865
RW26,GSK,ACME-CF,1387,101030271.12626292,101030271.12626292
RW26,GSK,ACME-CF,1400,101030255.14827222,101030255.14827222
RW26,GSK,ACME-CF,1401,101030255.46951814,101030255.46951814
RW26,GSK,ACME-CF,1403,101030302.25428146,101030302.25428146
RW26,GSK,ACME-CF,1405,101030270.95975281,101030270.95975281
RW26,GSK,ACME-CF,1440,101030259.25487319,101030259.25487319
RW26,GSK,ACME-CF,1473,101030326.83875757,101030326.83875757
RW26,GSK,ACME-CF,1492,101030282.95274484,101030282.95274484
RW26,GSK,ACME-CF,1514,101030255.14975381,101030255.14975381
RW26,GSK,ACME-CF,1539,101030255.14733002,101030255.14733002
RW26,GSK,ACME-CF,1564,101038451.54597898,101038451.54597898
RW26,GSK,ACME-CF,1601,101030255.33072695,101030255.33072695
RW26,GSK,ACME-CF,1602,101030259.196427,101030259.196427
RW26,GSK,ACME-CF,1603,101030255.28854264,101030255.28854264
RW26,GSK,ACME-CF,1626,101030634.21995547,101030634.21995547
RW26,GSK,ACME-CF,1649,101030264.61855632,101030264.61855632
RW26,GSK,ACME-CF,1672,101030255.41564825,101030255.41564825
RW26,GSK,ACME-CF,1694,101030261.32674271,101030261.32674271
RW26,GSK,ACME-CF,1701,101030255.28269975,101030255.28269975
RW26,GSK,ACME-CF,1709,101030255.15453123,101030255.15453123
RW26,GSK,ACME-CF,1729,101030262.06757115,101030262.06757115
RW26,GSK,ACME-CF,1731,101030260.4608893,101030260.4608893
RW26,GSK,ACME-CF,1743,101030255.26068069,101030255.26068069
RW26,GSK,ACME-CF,1754,101030255.23301585,101030255.23301585
RW26,GSK,ACME-CF,1756,101038450.4412063,101038450.4412063
RW26,GSK,ACME-CF,1802,101030255.14610724,101030255.14610724
RW26,GSK,ACME-CF,1807,101030261.17525554,101030261.17525554
RW26,GSK,ACME-CF,1834,101030257.04511599,101030257.04511599
RW26,GSK,ACME-CF,1843,101036229.81424062,101036229.81424062
RW26,GSK,ACME-CF,1845,101038449.80559692,101038449.80559692
RW26,GSK,ACME-CF,1879,101030258.98901343,101030258.98901343
RW26,GSK,ACME-CF,1904,101030255.14605021,101030255.14605021
RW26,GSK,ACME-CF,1967,101030256.38538076,101030256.38538076
RW26,GSK,ACME-CF,2003,101030255.15139307,101030255.15139307
RW26,GSK,ACME-CF,2012,101030255.1463278,101030255.1463278
RW26,GSK,ACME-CF,2018,101030255.8426578,101030255.8426578
RW26,GSK,ACME-CF,2041,101030255.15163027,101030255.15163027
RW26,GSK,ACME-CF,2049,101038449.73376988,101038449.73376988
RW26,GSK,ACME-CF,2069,101038449.70968449,101038449.70968449
RW26,GSK,ACME-CF,2140,101030255.19042607,101030255.19042607
RW26,GSK,ACME-CF,2144,101030255.1896643,101030255.1896643
RW26,GSK,ACME-CF,2197,101030255.14352521,101030255.14352521
RW26,GSK,ACME-CF,2261,101032057.79530692,101032057.79530692
RW26,GSK,ACME-CF,2265,101030255.68647394,101030255.68647394
RW26,GSK,ACME-CF,2272,101030255.23480797,101030255.23480797
RW26,GSK,ACME-CF,2306,101030255.14343382,101030255.14343382
RW26,GSK,ACME-CF,2416,101030255.14600639,101030255.14600639
RW26,GSK,ACME-CF,2467,101030255.14343576,101030255.14343576
RW26,GSK,ACME-CF,2523,101030255.14368816,101030255.14368816
RW26,GSK,ACME-CF,2529,101030255.1447396,101030255.1447396
RW26,GSK,ACME-CF,2543,101030255.29959933,101030255.29959933
RW26,GSK,ACME-CF,2579,101031551.92631507,101031551.92631507
RW26,GSK,ACME-CF,2591,101030683.61775614,101030683.61775614
RW26,GSK,ACME-CF,2627,101030256.23818202,101030256.23818202
RW26,GSK,ACME-CF,2649,101036072.14573906,101036072.14573906
RW26,GSK,ACME-CF,2714,101030255.1436048,101030255.1436048
RW26,GSK,ACME-CF,2723,101030255.14355445,101030255.14355445
RW26,GSK,ACME-CF,2742,101030255.65451078,101030255.65451078
RW26,GSK,ACME-CF,2747,101038449.70793606,101038449.70793606
RW26,GSK,ACME-CF,2762,101030255.14468294,101030255.14468294
RW26,GSK,ACME-CF,2830,101030282.7663797,101030282.7663797
RW26,GSK,ACME-CF,2864,101030255.24693072,101030255.24693072
RW26,GSK,ACME-CF,2883,101030255.1435283,101030255.1435283
RW26,GSK,ACME-CF,2900,101038449.69155313,101038449.69155313
RW26,GSK,ACME-CF,2928,101030255.14343365,101030255.14343365
RW26,GSK,ACME-CF,2961,101030414.76096557,101030414.76096557
RW26,GSK,ACME-CF,2994,101030255.49893415,101030255.49893415
RW26,GSK,ACME-CF,3003,101030255.14395069,101030255.14395069
RW26,GSK,ACME-CF,3032,101030255.17582837,101030255.17582837
RW26,GSK,ACME-CF,3038,101030255.68815134,101030255.68815134
RW26,GSK,ACME-CF,3051,101030255.15338987,101030255.15338987
RW26,GSK,ACME-CF,3061,101030257.38596748,101030257.38596748
RW26,GSK,ACME-CF,3069,101030255.14375642,101030255.14375642
RW26,GSK,ACME-CF,3081,101030378.74138229,101030378.74138229
RW26,GSK,ACME-CF,3091,101038449.68954928,101038449.68954928
RW26,GSK,ACME-CF,3104,101030255.1434714,101030255.1434714
RW26,GSK,ACME-CF,3121,101030255.21577658,101030255.21577658
RW26,GSK,ACME-CF,3125,101030255.14419968,101030255.14419968
RW26,GSK,ACME-CF,3127,101030255.14796051,101030255.14796051
RW26,GSK,ACME-CF,3141,101030268.37457564,101030268.37457564
RW26,GSK,ACME-CF,3183,101030255.14367634,101030255.14367634
RW26,GSK,ACME-CF,3220,101038449.68831831,101038449.68831831
RW26,GSK,ACME-CF,3266,101038449.6882626,101038449.6882626
RW26,GSK,ACME-CF,3271,101030255.14587678,101030255.14587678
RW26,GSK,ACME-CF,3322,101030255.19689843,101030255.19689843
RW26,GSK,ACME-CF,3380,101030255.21099025,101030255.21099025
RW26,GSK,ACME-CF,3401,101038449.68820883,101038449.68820883
RW26,GSK,ACME-CF,3420,101030255.14343832,101030255.14343832
RW26,GSK,ACME-CF,3424,101030255.14490016,101030255.14490016
RW26,GSK,ACME-CF,3442,101030255.14523122,101030255.14523122
RW26,GSK,ACME-CF,3463,101030255.14455917,101030255.14455917
RW26,GSK,ACME-CF,3521,101030255.14418688,101030255.14418688
RW26,GSK,ACME-CF,3524,101030255.14956233,101030255.14956233
RW26,GSK,ACME-CF,3587,101030255.1446532,101030255.1446532
RW26,GSK,ACME-CF,3606,101030255.14349292,101030255.14349292
RW26,GSK,ACME-CF,3828,101030255.14363225,101030255.14363225
RW26,GSK,ACME-CF,3842,101030255.14343837,101030255.14343837
RW26,GSK,ACME-CF,3872,101030255.35958555,101030255.35958555
RW26,GSK,ACME-CF,3984,101030255.1543438,101030255.1543438
RW26,GSK,ACME-CF,4018,101030255.1434725,101030255.1434725
RW26,GSK,ACME-CF,4042,101030255.14351231,101030255.14351231
RW26,GSK,ACME-CF,4048,101030255.14425144,101030255.14425144
RW26,GSK,ACME-CF,4058,101030255.14343376,101030255.14343376
RW26,GSK,ACME-CF,4074,101030255.14373025,101030255.14373025
RW26,GSK,ACME-CF,4122,101034970.6719977,101034970.6719977
RW26,GSK,ACME-CF,4185,101030255.14345674,101030255.14345674
RW26,GSK,ACME-CF,4187,101030255.14379156,101030255.14379156
RW26,GSK,ACME-CF,4482,101030255.14343467,101030255.14343467
RW26,GSK,ACME-CF,4501,101032002.76329094,101032002.76329094
RW26,GSK,ACME-CF,4563,101030255.1434338,101030255.1434338
RW26,GSK,ACME-CF,4566,101030255.14513414,101030255.14513414
RW26,GSK,ACME-CF,4591,101030255.14352888,101030255.14352888
RW26,GSK,ACME-CF,4597,101030255.14349212,101030255.14349212
RW26,GSK,ACME-CF,4604,101030255.14387523,101030255.14387523
RW26,GSK,ACME-CF,4621,101031992.4108756,101031992.4108756
RW26,GSK,ACME-CF,4681,101031899.35791592,101031899.35791592
RW26,GSK,ACME-CF,4682,101031685.1213989,101031685.1213989
RW26,GSK,ACME-CF,4702,101031684.6256209,101031684.6256209
RW26,GSK,ACME-CF,4744,101030255.14343372,101030255.14343372
RW26,GSK,ACME-CF,4850,101030255.89405905,101030255.89405905
RW26,GSK,ACME-CF,4858,101038449.68820173,101038449.68820173
RW26,GSK,ACME-CF,4921,101030255.1434341,101030255.1434341
RW26,GSK,ACME-CF,4962,101030255.14343365,101030255.14343365
RW26,GSK,ACME-CF,4964,101030255.68328187,101030255.68328187
RW26,GSK,ACME-CF,4969,101030255.14835359,101030255.14835359
RW26,GSK,ACME-CF,5050,101030255.14343421,101030255.14343421
RW26,GSK,ACME-CF,5105,101030255.14357586,101030255.14357586
RW26,GSK,ACME-CF,5315,101030255.14343368,101030255.14343368
RW26,GSK,ACME-CF,5364,101030255.14343947,101030255.14343947
RW26,GSK,ACME-CF,5424,101030255.14349672,101030255.14349672
RW26,GSK,ACME-CF,5457,101031680.43228747,101031680.43228747
RW26,GSK,ACME-CF,5462,101038449.68820171,101038449.68820171
RW26,GSK,ACME-CF,5564,101030255.1434412,101030255.1434412
RW26,GSK,ACME-CF,5624,101030255.1434391,101030255.1434391
RW26,GSK,ACME-CF,5704,101030255.14357221,101030255.14357221
RW26,GSK,ACME-CF,5808,101030255.14343405,101030255.14343405
RW26,GSK,ACME-CF,5851,101034014.06970546,101034014.06970546
RW26,GSK,ACME-CF,5943,101030255.14349519,101030255.14349519
RW26,GSK,ACME-CF,6007,101030255.14343363,101030255.14343363
RW26,GSK,ACME-CF,6027,101030255.14343403,101030255.14343403
RW26,GSK,ACME-CF,6044,101030255.14344908,101030255.14344908
RW26,GSK,ACME-CF,6079,101030255.14394346,101030255.14394346
RW26,GSK,ACME-CF,6107,101030255.14343363,101030255.14343363
RW26,GSK,ACME-CF,6131,101030255.14344305,101030255.14344305
RW26,GSK,ACME-CF,6168,101030255.14343442,101030255.14343442
RW26,GSK,ACME-CF,6217,101030255.14343366,101030255.14343366
RW26,GSK,ACME-CF,6290,101038449.6882017,101038449.6882017
RW26,GSK,ACME-CF,6326,101030255.143439,101030255.143439
RW26,GSK,ACME-CF,6432,101030255.14344369,101030255.14344369
RW26,GSK,ACME-CF,6470,101030255.14675708,101030255.14675708
RW26,GSK,ACME-CF,6517,101030255.14343575,101030255.14343575
RW26,GSK,ACME-CF,6548,101030255.14343365,101030255.14343365
RW26,GSK,ACME-CF,6601,101030255.14343363,101030255.14343363
RW26,GSK,ACME-CF,6842,101030255.14343382,101030255.14343382
RW26,GSK,ACME-CF,6936,101030255.14349677,101030255.14349677
RW26,GSK,ACME-CF,6950,101030990.81822313,101030990.81822313
RW26,GSK,ACME-CF,7027,101030255.1434337,101030255.1434337
RW26,GSK,ACME-CF,7056,101030255.14343362,101030255.14343362
RW26,GSK,ACME-CF,7252,101030255.14375111,101030255.14375111
RW26,GSK,ACME-CF,7421,101030255.14343701,101030255.14343701
RW26,GSK,ACME-CF,7423,101030255.14343372,101030255.14343372
RW26,GSK,ACME-CF,7450,101030255.14343497,101030255.14343497
RW26,GSK,ACME-CF,7463,101030255.14343522,101030255.14343522
RW26,GSK,ACME-CF,7541,101030255.14343394,101030255.14343394
RW26,GSK,ACME-CF,7545,101030255.14343378,101030255.14343378
RW26,GSK,ACME-CF,7601,101030255.1434339,101030255.1434339
RW26,GSK,ACME-CF,7705,101030255.14343365,101030255.14343365
RW26,GSK,ACME-CF,7757,101030255.1434339,101030255.1434339
RW26,GSK,ACME-CF,7843,101030255.14343362,101030255.14343362
RW26,GSK,ACME-CF,7847,101030255.14343362,101030255.14343362
RW26,GSK,ACME-CF,8255,101030255.14343366,101030255.14343366
RW26,GSK,ACME-CF,8362,101030255.14343362,101030255.14343362
RW26,GSK,ACME-CF,8504,101030255.14343365,101030255.14343365
RW26,GSK,ACME-CF,8551,101030255.14343408,101030255.14343408
RW26,GSK,ACME-CF,8602,101030255.14343363,101030255.14343363
RW26,GSK,ACME-CF,8613,101030255.14343363,101030255.14343363
RW26,GSK,ACME-CF,8813,-2624445.435654242,-2624445.435654242
RW26,GSK,ACME-CF,8970,101030255.14343365,101030255.14343365
RW26,GSK,ACME-CF,9000,101030255.14343365,101030255.14343365
RW26,GSK,ACME-CF,9029,101030255.14343762,101030255.14343762
RW26,GSK,ACME-CF,9109,101030382.58022995,101030382.58022995
RW26,GSK,ACME-CF,9282,101030260.8929091,101030260.8929091
RW26,GSK,ACME-CF,9594,101030255.14343378,101030255.14343378
RW26,GSK,ACME-CF,9644,101030255.14343362,101030255.14343362
RW26,GSK,ACME-CF,9664,101030255.1434337,101030255.1434337
RW26,GSK,ACME-CF,9741,101030255.14343669,101030255.14343669
RW26,GSK,ACME-CF,9800,101030255.14343365,101030255.14343365
