algorithm,variant,run,nfe,best_fit
SBOA,IBREAKDOWN-CF,16,8481,3238.169456619935
SBOA,IBREAKDOWN-CF,16,8538,3232.3057452556136
SBOA,IBREAKDOWN-CF,16,8933,3231.722895118056
SBOA,IBREAKDOWN-CF,16,9125,3225.3095412838043
SBOA,IBREAKDOWN-CF,16,9764,3223.4308082141097
SBOA,IBREAKDOWN-CF,17,1,51444.321720842854
SBOA,IBREAKDOWN-CF,17,2,5204.066640538798
SBOA,IBREAKDOWN-CF,17,41,5127.211843108682
SBOA,IBREAKDOWN-CF,17,47,4145.939644369079
SBOA,IBREAKDOWN-CF,17,48,3962.021993417445
SBOA,IBREAKDOWN-CF,17,146,3737.470360294061
SBOA,IBREAKDOWN-CF,17,168,3585.124813867695
SBOA,IBREAKDOWN-CF,17,224,3445.489376619656
SBOA,IBREAKDOWN-CF,17,359,3411.8307303865436
SBOA,IBREAKDOWN-CF,17,997,3377.180581643766
SBOA,IBREAKDOWN-CF,17,1267,3373.5355161735874
SBOA,IBREAKDOWN-CF,17,1307,3371.7664994305846
SBOA,IBREAKDOWN-CF,17,1658,3358.080323818191
SBOA,IBREAKDOWN-CF,17,1885,3334.63534000749
SBOA,IBREAKDOWN-CF,17,1929,3324.793280385365
SBOA,IBREAKDOWN-CF,17,2907,3322.866583829838
SBOA,IBREAKDOWN-CF,17,3442,3317.2295409226563
SBOA,IBREAKDOWN-CF,17,3908,3310.429450426744
SBOA,IBREAKDOWN-CF,17,4837,3305.2515427481762
SBOA,IBREAKDOWN-CF,17,5302,3305.1319554181073
SBOA,IBREAKDOWN-CF,17,5652,3293.322011981954
SBOA,IBREAKDOWN-CF,17,7043,3293.205770267792
SBOA,IBREAKDOWN-CF,17,7062,3293.0868919100485
SBOA,IBREAKDOWN-CF,17,7072,3293.0779073161143
SBOA,IBREAKDOWN-CF,17,7976,3292.8116814298314
SBOA,IBREAKDOWN-CF,17,8249,3289.591258001631
SBOA,IBREAKDOWN-CF,17,8513,3279.6746748491664
SBOA,IBREAKDOWN-CF,17,9628,3278.355548732892
SBOA,IBREAKDOWN-CF,17,9800,3275.4371366304104
SBOA,IBREAKDOWN-CF,18,1,3821.3446178956497
SBOA,IBREAKDOWN-CF,18,13,3534.6698510084807
SBOA,IBREAKDOWN-CF,18,918,3519.9605168100056
SBOA,IBREAKDOWN-CF,18,1044,3371.957823815764
SBOA,IBREAKDOWN-CF,18,1281,3370.778424706516
SBOA,IBREAKDOWN-CF,18,1915,3332.4257764460776
SBOA,IBREAKDOWN-CF,18,5365,3312.4815795238837
SBOA,IBREAKDOWN-CF,18,5667,3311.293314893641
SBOA,IBREAKDOWN-CF,18,5764,3310.4890987049753
SBOA,IBREAKDOWN-CF,18,5918,3299.094561494357
SBOA,IBREAKDOWN-CF,18,6531,3294.770118633523
SBOA,IBREAKDOWN-CF,18,6875,3291.2368600755267
SBOA,IBREAKDOWN-CF,18,6995,3289.8429395297862
SBOA,IBREAKDOWN-CF,18,7402,3289.799329617054
SBOA,IBREAKDOWN-CF,18,7430,3289.2434373442698
SBOA,IBREAKDOWN-CF,18,7606,3286.0023882428663
SBOA,IBREAKDOWN-CF,18,8398,3285.1980618861567
SBOA,IBREAKDOWN-CF,18,8458,3283.7021494923583
SBOA,IBREAKDOWN-CF,18,9202,3280.451240098019
SBOA,IBREAKDOWN-CF,18,9432,3276.1653802180313
SBOA,IBREAKDOWN-CF,18,9537,3274.5321771485374
SBOA,IBREAKDOWN-CF,18,9763,3274.086681398631
SBOA,IBREAKDOWN-CF,18,9903,3269.8417006205877
SBOA,IBREAKDOWN-CF,19,1,129514.64947624758
SBOA,IBREAKDOWN-CF,19,2,5849.459459744493
SBOA,IBREAKDOWN-CF,19,18,5163.607563124911
SBOA,IBREAKDOWN-CF,19,33,3925.117099886017
SBOA,IBREAKDOWN-CF,19,37,3648.4199482640092
SBOA,IBREAKDOWN-CF,19,93,3571.528901380241
SBOA,IBREAKDOWN-CF,19,146,3464.5493652680448
SBOA,IBREAKDOWN-CF,19,391,3399.1314745541617
SBOA,IBREAKDOWN-CF,19,413,3390.4023909759608
SBOA,IBREAKDOWN-CF,19,1462,3360.172536197294
SBOA,IBREAKDOWN-CF,19,1550,3352.9147384545986
SBOA,IBREAKDOWN-CF,19,1560,3323.455009620075
SBOA,IBREAKDOWN-CF,19,1728,3319.7599315147363
SBOA,IBREAKDOWN-CF,19,2284,3318.135745265331
SBOA,IBREAKDOWN-CF,19,2815,3317.750594355668
SBOA,IBREAKDOWN-CF,19,3157,3317.25035612072
SBOA,IBREAKDOWN-CF,19,3277,3315.1974411837095
SBOA,IBREAKDOWN-CF,19,4740,3314.5597164933934
SBOA,IBREAKDOWN-CF,19,4777,3314.5107818895453
SBOA,IBREAKDOWN-CF,19,4812,3311.089740313354
SBOA,IBREAKDOWN-CF,19,5006,3309.194582121773
SBOA,IBREAKDOWN-CF,19,5076,3308.102929461644
SBOA,IBREAKDOWN-CF,19,5147,3305.2646495480044
SBOA,IBREAKDOWN-CF,19,5268,3298.139842740182
SBOA,IBREAKDOWN-CF,19,5394,3292.93105445256
SBOA,IBREAKDOWN-CF,19,6443,3291.5721991235982
SBOA,IBREAKDOWN-CF,19,6590,3285.2685522638753
SBOA,IBREAKDOWN-CF,19,6623,3281.0028612981932
SBOA,IBREAKDOWN-CF,19,7391,3272.7398796383877
SBOA,IBREAKDOWN-CF,19,7411,3272.4818886153466
SBOA,IBREAKDOWN-CF,19,7471,3271.843930965118
SBOA,IBREAKDOWN-CF,19,7551,3271.5861930855335
SBOA,IBREAKDOWN-CF,19,8130,3266.712477307119
SBOA,IBREAKDOWN-CF,19,8489,3251.83749173652
SBOA,IBREAKDOWN-CF,19,8529,3250.8607808772995
SBOA,IBREAKDOWN-CF,19,8569,3249.0179348296706
SBOA,IBREAKDOWN-CF,19,8689,3248.04976235689
SBOA,IBREAKDOWN-CF,1,1,792340.2973154577
SBOA,IBREAKDOWN-CF,1,3,59963.32771301414
SBOA,IBREAKDOWN-CF,1,4,11724.50591725458
SBOA,IBREAKDOWN-CF,1,5,5824.825528534388
SBOA,IBREAKDOWN-CF,1,7,5090.238946638141
SBOA,IBREAKDOWN-CF,1,9,3467.002481786436
SBOA,IBREAKDOWN-CF,1,244,3365.4863517844865
SBOA,IBREAKDOWN-CF,1,484,3335.0374367024033
SBOA,IBREAKDOWN-CF,1,616,3315.9830383598014
SBOA,IBREAKDOWN-CF,1,690,3308.7104433850636
SBOA,IBREAKDOWN-CF,1,772,3250.085925229844
SBOA,IBREAKDOWN-CF,1,2538,3239.1857385788453
SBOA,IBREAKDOWN-CF,1,2598,3237.0272322726555
SBOA,IBREAKDOWN-CF,1,3665,3234.4740462964432
SBOA,IBREAKDOWN-CF,1,4824,3233.627948935743
SBOA,IBREAKDOWN-CF,1,4825,3226.3736236271593
SBOA,IBREAKDOWN-CF,1,4920,3225.502799544981
SBOA,IBREAKDOWN-CF,1,5087,3225.0601482695415
SBOA,IBREAKDOWN-CF,1,5849,3221.6065549738473
SBOA,IBREAKDOWN-CF,1,6022,3221.482228200249
SBOA,IBREAKDOWN-CF,1,6168,3209.109878100478
SBOA,IBREAKDOWN-CF,1,6421,3206.378248939892
SBOA,IBREAKDOWN-CF,1,6643,3196.9827900949385
SBOA,IBREAKDOWN-CF,1,6803,3194.380314056541
SBOA,IBREAKDOWN-CF,1,6843,3188.0179162056174
SBOA,IBREAKDOWN-CF,1,8590,3187.9024059452718
SBOA,IBREAKDOWN-CF,1,8648,3185.374536557985
SBOA,IBREAKDOWN-CF,1,8770,3182.1311017376743
SBOA,IBREAKDOWN-CF,1,8782,3175.5909152574322
SBOA,IBREAKDOWN-CF,1,8869,3172.3858006240084
SBOA,IBREAKDOWN-CF,1,8914,3168.626011746359
SBOA,IBREAKDOWN-CF,1,8968,3166.214384075403
SBOA,IBREAKDOWN-CF,1,9056,3165.209655453377
SBOA,IBREAKDOWN-CF,1,9259,3164.1457127644794
SBOA,IBREAKDOWN-CF,1,9281,3159.922262809463
SBOA,IBREAKDOWN-CF,1,9487,3157.473748298388
SBOA,IBREAKDOWN-CF,1,9691,3156.6187038218727
SBOA,IBREAKDOWN-CF,1,9776,3146.9455155141795
SBOA,IBREAKDOWN-CF,20,1,41074.10283940057
SBOA,IBREAKDOWN-CF,20,5,6213.710347616581
SBOA,IBREAKDOWN-CF,20,10,4079.366238409307
SBOA,IBREAKDOWN-CF,20,11,3687.8824105788035
SBOA,IBREAKDOWN-CF,20,198,3594.9144552806906
SBOA,IBREAKDOWN-CF,20,335,3564.6006052196494
SBOA,IBREAKDOWN-CF,20,549,3540.02451090082
SBOA,IBREAKDOWN-CF,20,1032,3534.348943323368
SBOA,IBREAKDOWN-CF,20,2307,3528.230181730417
SBOA,IBREAKDOWN-CF,20,2386,3525.1532955068224
SBOA,IBREAKDOWN-CF,20,2502,3512.1480198695676
SBOA,IBREAKDOWN-CF,20,2666,3499.141720368366
SBOA,IBREAKDOWN-CF,20,2674,3496.429271013003
SBOA,IBREAKDOWN-CF,20,3018,3491.502073325279
SBOA,IBREAKDOWN-CF,20,3064,3490.7233876346413
SBOA,IBREAKDOWN-CF,20,3410,3482.2346749961534
SBOA,IBREAKDOWN-CF,20,3418,3476.8301861097284
SBOA,IBREAKDOWN-CF,20,3590,3457.271880978674
SBOA,IBREAKDOWN-CF,20,3713,3455.18566317563
SBOA,IBREAKDOWN-CF,20,3911,3453.869179320803
SBOA,IBREAKDOWN-CF,20,4017,3452.1229688055964
SBOA,IBREAKDOWN-CF,20,4179,3450.577620172057
SBOA,IBREAKDOWN-CF,20,4291,3444.0754362781427
SBOA,IBREAKDOWN-CF,20,4381,3443.1456429353666
SBOA,IBREAKDOWN-CF,20,4407,3432.491931932303
SBOA,IBREAKDOWN-CF,20,4618,3419.832518047941
SBOA,IBREAKDOWN-CF,20,4867,3417.508918775411
SBOA,IBREAKDOWN-CF,20,4898,3410.874327342285
SBOA,IBREAKDOWN-CF,20,4978,3405.7718069915272
SBOA,IBREAKDOWN-CF,20,5821,3398.158537984963
SBOA,IBREAKDOWN-CF,20,6141,3397.097156926023
SBOA,IBREAKDOWN-CF,20,6301,3397.0604430744884
SBOA,IBREAKDOWN-CF,20,6615,3389.9056094977714
SBOA,IBREAKDOWN-CF,20,6807,3386.1191166294916
SBOA,IBREAKDOWN-CF,20,6842,3385.3021015344107
SBOA,IBREAKDOWN-CF,20,7513,3375.241291672386
SBOA,IBREAKDOWN-CF,20,8044,3375.0772853783114
SBOA,IBREAKDOWN-CF,20,9236,3374.4509790353227
SBOA,IBREAKDOWN-CF,20,9540,3372.306130012717
SBOA,IBREAKDOWN-CF,20,9600,3366.5208139207816
SBOA,IBREAKDOWN-CF,21,1,4055.717122479088
SBOA,IBREAKDOWN-CF,21,69,3526.6861587513104
SBOA,IBREAKDOWN-CF,21,289,3460.4522343091244
SBOA,IBREAKDOWN-CF,21,321,3428.6749064918877
SBOA,IBREAKDOWN-CF,21,325,3426.311665914523
SBOA,IBREAKDOWN-CF,21,365,3425.188883856002
SBOA,IBREAKDOWN-CF,21,389,3394.9315101720413
SBOA,IBREAKDOWN-CF,21,739,3382.481629734198
SBOA,IBREAKDOWN-CF,21,818,3355.8283797196004
SBOA,IBREAKDOWN-CF,21,854,3348.684893401174
SBOA,IBREAKDOWN-CF,21,997,3300.48238328566
SBOA,IBREAKDOWN-CF,21,1163,3282.0896599321973
SBOA,IBREAKDOWN-CF,21,1883,3252.172099232961
SBOA,IBREAKDOWN-CF,21,3470,3237.6153746608356
SBOA,IBREAKDOWN-CF,22,1,51540.081894411946
SBOA,IBREAKDOWN-CF,22,2,5418.272127579218
SBOA,IBREAKDOWN-CF,22,19,3628.695058489161
SBOA,IBREAKDOWN-CF,22,163,3624.072965800014
SBOA,IBREAKDOWN-CF,22,165,3620.9788194287426
SBOA,IBREAKDOWN-CF,22,211,3468.804538281247
SBOA,IBREAKDOWN-CF,22,246,3443.092780377521
SBOA,IBREAKDOWN-CF,22,416,3420.448495507421
SBOA,IBREAKDOWN-CF,22,465,3373.8101457519633
SBOA,IBREAKDOWN-CF,22,532,3303.7573246349143
SBOA,IBREAKDOWN-CF,22,825,3269.8819140178293
SBOA,IBREAKDOWN-CF,22,1887,3267.40340886893
SBOA,IBREAKDOWN-CF,22,2036,3267.1321419364513
SBOA,IBREAKDOWN-CF,22,2449,3264.5969001904373
SBOA,IBREAKDOWN-CF,22,3700,3261.5382280182994
SBOA,IBREAKDOWN-CF,22,3992,3261.4907460818044
SBOA,IBREAKDOWN-CF,22,4138,3255.026523565509
SBOA,IBREAKDOWN-CF,22,4290,3255.0119005055844
SBOA,IBREAKDOWN-CF,22,4325,3254.8840325239303
SBOA,IBREAKDOWN-CF,22,4488,3253.838390078745
SBOA,IBREAKDOWN-CF,22,4750,3252.689488770629
SBOA,IBREAKDOWN-CF,22,4790,3252.2353192723085
SBOA,IBREAKDOWN-CF,22,4856,3250.7707634521944
SBOA,IBREAKDOWN-CF,22,5057,3247.261459895013
SBOA,IBREAKDOWN-CF,22,5210,3245.302058961233
SBOA,IBREAKDOWN-CF,22,5258,3241.3490854767874
SBOA,IBREAKDOWN-CF,22,5345,3235.025004814433
SBOA,IBREAKDOWN-CF,22,6129,3231.9679721284747
SBOA,IBREAKDOWN-CF,22,6149,3230.8367208897675
SBOA,IBREAKDOWN-CF,22,6871,3225.4393944892477
SBOA,IBREAKDOWN-CF,22,7496,3224.736852785125
SBOA,IBREAKDOWN-CF,22,7633,3223.8685929510657
SBOA,IBREAKDOWN-CF,22,7886,3222.3208711225657
SBOA,IBREAKDOWN-CF,22,8046,3222.1633514633413
SBOA,IBREAKDOWN-CF,22,8166,3221.7106797704496
SBOA,IBREAKDOWN-CF,22,8795,3220.728015566758
SBOA,IBREAKDOWN-CF,22,8835,3218.8539590957485
SBOA,IBREAKDOWN-CF,22,9670,3216.1754995423694
SBOA,IBREAKDOWN-CF,23,1,967297.8464943178
SBOA,IBREAKDOWN-CF,23,2,573423.3553423416
SBOA,IBREAKDOWN-CF,23,3,235545.77216380803
SBOA,IBREAKDOWN-CF,23,5,5391.031195884678
SBOA,IBREAKDOWN-CF,23,9,4002.566641393033
SBOA,IBREAKDOWN-CF,23,14,3554.919558421797
SBOA,IBREAKDOWN-CF,23,112,3525.7364931165694
SBOA,IBREAKDOWN-CF,23,256,3519.7853553936507
SBOA,IBREAKDOWN-CF,23,270,3508.6110112507554
SBOA,IBREAKDOWN-CF,23,478,3421.614386324565
SBOA,IBREAKDOWN-CF,23,534,3373.1451262502483
SBOA,IBREAKDOWN-CF,23,584,3365.841154145634
SBOA,IBREAKDOWN-CF,23,617,3327.0387980336186
SBOA,IBREAKDOWN-CF,23,886,3317.455293552761
SBOA,IBREAKDOWN-CF,23,926,3314.7713041063553
SBOA,IBREAKDOWN-CF,23,1803,3310.2129766108296
SBOA,IBREAKDOWN-CF,23,2025,3310.2068367683746
SBOA,IBREAKDOWN-CF,23,2032,3295.6410564129096
SBOA,IBREAKDOWN-CF,23,2559,3290.4862423120535
SBOA,IBREAKDOWN-CF,23,2963,3285.86726743312
SBOA,IBREAKDOWN-CF,23,3118,3274.8073890137434
SBOA,IBREAKDOWN-CF,23,3289,3271.509031441053
SBOA,IBREAKDOWN-CF,23,3306,3269.7221129005857
SBOA,IBREAKDOWN-CF,23,4248,3266.740874698654
SBOA,IBREAKDOWN-CF,23,4469,3255.8233351001254
SBOA,IBREAKDOWN-CF,23,5477,3255.2699722136826
SBOA,IBREAKDOWN-CF,23,5753,3254.3916736713354
SBOA,IBREAKDOWN-CF,23,5792,3253.7703802518263
SBOA,IBREAKDOWN-CF,23,5806,3247.5997266869194
SBOA,IBREAKDOWN-CF,23,6531,3246.1455177214348
SBOA,IBREAKDOWN-CF,23,6653,3245.913890167296
SBOA,IBREAKDOWN-CF,23,6843,3245.668679956911
SBOA,IBREAKDOWN-CF,23,6860,3243.0574389997596
SBOA,IBREAKDOWN-CF,23,6987,3241.953368617132
SBOA,IBREAKDOWN-CF,23,7014,3238.847339694494
SBOA,IBREAKDOWN-CF,23,7053,3238.4797290042634
SBOA,IBREAKDOWN-CF,23,7161,3232.4453219470574
SBOA,IBREAKDOWN-CF,23,7370,3226.1160543852884
SBOA,IBREAKDOWN-CF,23,7561,3225.601583087745
SBOA,IBREAKDOWN-CF,23,7692,3223.993661874159
SBOA,IBREAKDOWN-CF,23,7925,3210.966988580561
SBOA,IBREAKDOWN-CF,23,9490,3204.453861514356
SBOA,IBREAKDOWN-CF,23,9801,3201.992811717216
SBOA,IBREAKDOWN-CF,23,9814,3198.202572630751
SBOA,IBREAKDOWN-CF,24,1,535875.3213245875
SBOA,IBREAKDOWN-CF,24,2,3526.5904830135564
SBOA,IBREAKDOWN-CF,24,281,3433.9701110464193
SBOA,IBREAKDOWN-CF,24,428,3321.9490397471764
SBOA,IBREAKDOWN-CF,24,582,3291.870687216717
SBOA,IBREAKDOWN-CF,24,713,3286.418736561868
SBOA,IBREAKDOWN-CF,24,806,3284.205400634305
SBOA,IBREAKDOWN-CF,24,1006,3276.021127148297
SBOA,IBREAKDOWN-CF,24,1024,3266.605346664362
SBOA,IBREAKDOWN-CF,24,1145,3263.149691516258
SBOA,IBREAKDOWN-CF,24,1302,3256.8565601952982
SBOA,IBREAKDOWN-CF,24,1373,3250.521456884786
SBOA,IBREAKDOWN-CF,24,2701,3246.572260259911
SBOA,IBREAKDOWN-CF,24,2912,3245.2349972848924
SBOA,IBREAKDOWN-CF,24,3061,3243.384147673184
SBOA,IBREAKDOWN-CF,24,3190,3243.354100564567
SBOA,IBREAKDOWN-CF,24,3200,3242.3598381232864
SBOA,IBREAKDOWN-CF,24,3283,3240.853659642978
SBOA,IBREAKDOWN-CF,24,3736,3235.078169604847
SBOA,IBREAKDOWN-CF,24,3896,3232.1959891765187
SBOA,IBREAKDOWN-CF,24,5514,3230.386839872723
SBOA,IBREAKDOWN-CF,24,5596,3223.20478824558
SBOA,IBREAKDOWN-CF,24,6059,3209.806629414183
SBOA,IBREAKDOWN-CF,25,1,420704.19161448034
SBOA,IBREAKDOWN-CF,25,4,49600.17764467733
SBOA,IBREAKDOWN-CF,25,7,4618.025266849786
SBOA,IBREAKDOWN-CF,25,23,3791.828567937374
SBOA,IBREAKDOWN-CF,25,144,3612.5969292915865
SBOA,IBREAKDOWN-CF,25,273,3429.836116021153
SBOA,IBREAKDOWN-CF,25,335,3391.441965983184
SBOA,IBREAKDOWN-CF,25,500,3386.6461835552323
SBOA,IBREAKDOWN-CF,25,570,3361.804581731095
SBOA,IBREAKDOWN-CF,25,720,3320.3956799867965
SBOA,IBREAKDOWN-CF,25,1595,3315.9917477199424
SBOA,IBREAKDOWN-CF,25,1615,3314.142608446479
SBOA,IBREAKDOWN-CF,25,2040,3311.8793389810453
SBOA,IBREAKDOWN-CF,25,2174,3278.5565501100778
SBOA,IBREAKDOWN-CF,25,3283,3275.3804279233686
SBOA,IBREAKDOWN-CF,25,3323,3255.2308319549466
SBOA,IBREAKDOWN-CF,25,3403,3255.1085017303285
SBOA,IBREAKDOWN-CF,25,6437,3254.301779947681
SBOA,IBREAKDOWN-CF,25,6689,3249.5576951978733
SBOA,IBREAKDOWN-CF,25,6822,3247.462703687607
SBOA,IBREAKDOWN-CF,25,7058,3241.7810074050217
SBOA,IBREAKDOWN-CF,25,7075,3239.088708225654
SBOA,IBREAKDOWN-CF,25,7126,3230.44611573256
SBOA,IBREAKDOWN-CF,25,7191,3223.6673906210253
SBOA,IBREAKDOWN-CF,25,8038,3222.035244622137
SBOA,IBREAKDOWN-CF,25,8118,3222.0337267998757
SBOA,IBREAKDOWN-CF,25,8458,3220.652409860091
SBOA,IBREAKDOWN-CF,25,8558,3217.6724098000896
SBOA,IBREAKDOWN-CF,25,8617,3206.414834324355
SBOA,IBREAKDOWN-CF,25,8740,3205.096633151392
SBOA,IBREAKDOWN-CF,25,8847,3204.013888599349
SBOA,IBREAKDOWN-CF,25,9289,3203.6822534256607
SBOA,IBREAKDOWN-CF,25,9345,3201.122037739984
SBOA,IBREAKDOWN-CF,25,9455,3195.641091456615
SBOA,IBREAKDOWN-CF,25,9874,3191.0735389696592
SBOA,IBREAKDOWN-CF,26,1,681120.8960078903
SBOA,IBREAKDOWN-CF,26,2,533274.1145108745
SBOA,IBREAKDOWN-CF,26,3,128172.89048461877
SBOA,IBREAKDOWN-CF,26,7,4649.439167124552
SBOA,IBREAKDOWN-CF,26,24,4517.522962379759
SBOA,IBREAKDOWN-CF,26,28,4173.014902296214
SBOA,IBREAKDOWN-CF,26,44,3729.953469643097
SBOA,IBREAKDOWN-CF,26,94,3591.7844672357237
SBOA,IBREAKDOWN-CF,26,176,3362.8268187248295
SBOA,IBREAKDOWN-CF,26,235,3338.6521571470666
SBOA,IBREAKDOWN-CF,26,320,3321.1746014209702
SBOA,IBREAKDOWN-CF,26,559,3317.7590226436005
SBOA,IBREAKDOWN-CF,26,690,3294.1777234527
SBOA,IBREAKDOWN-CF,26,747,3278.886514452482
SBOA,IBREAKDOWN-CF,26,1182,3270.7755748333743
SBOA,IBREAKDOWN-CF,26,1222,3268.7814926845094
SBOA,IBREAKDOWN-CF,26,1228,3268.5349304986644
SBOA,IBREAKDOWN-CF,26,1268,3267.884139018354
SBOA,IBREAKDOWN-CF,26,2075,3267.118108227788
SBOA,IBREAKDOWN-CF,26,2235,3265.1058071362
SBOA,IBREAKDOWN-CF,26,3238,3257.3373162331536
SBOA,IBREAKDOWN-CF,26,3541,3254.252866914969
SBOA,IBREAKDOWN-CF,26,3621,3254.0530199812665
SBOA,IBREAKDOWN-CF,26,4554,3253.678466422868
SBOA,IBREAKDOWN-CF,26,4948,3248.310199230606
SBOA,IBREAKDOWN-CF,26,5590,3248.148730231107
SBOA,IBREAKDOWN-CF,26,5643,3243.7989484300006
SBOA,IBREAKDOWN-CF,26,5889,3243.39540847415
SBOA,IBREAKDOWN-CF,26,5989,3240.984512090699
SBOA,IBREAKDOWN-CF,26,6149,3235.652060065361
SBOA,IBREAKDOWN-CF,26,7123,3233.3696101892297
SBOA,IBREAKDOWN-CF,26,7148,3228.2600514370515
SBOA,IBREAKDOWN-CF,26,7357,3226.761158198462
SBOA,IBREAKDOWN-CF,26,8650,3226.5772853974113
SBOA,IBREAKDOWN-CF,26,8861,3217.6562924158898
SBOA,IBREAKDOWN-CF,26,9622,3216.3344492273486
SBOA,IBREAKDOWN-CF,26,9804,3216.1835015657316
SBOA,IBREAKDOWN-CF,26,9805,3211.8258045048833
SBOA,IBREAKDOWN-CF,27,1,139902.67607649596
SBOA,IBREAKDOWN-CF,27,2,6099.319658869187
SBOA,IBREAKDOWN-CF,27,16,5018.384436466084
SBOA,IBREAKDOWN-CF,27,17,4067.3021197736625
SBOA,IBREAKDOWN-CF,27,35,3892.4265215344617
SBOA,IBREAKDOWN-CF,27,70,3840.554917719818
SBOA,IBREAKDOWN-CF,27,160,3838.7691286863674
SBOA,IBREAKDOWN-CF,27,181,3701.01490155098
SBOA,IBREAKDOWN-CF,27,227,3530.6819735447475
SBOA,IBREAKDOWN-CF,27,299,3469.2140873399026
SBOA,IBREAKDOWN-CF,27,395,3395.3993608132528
SBOA,IBREAKDOWN-CF,27,1478,3378.521659727349
SBOA,IBREAKDOWN-CF,27,2091,3370.5023923897106
SBOA,IBREAKDOWN-CF,27,2207,3357.544327401165
SBOA,IBREAKDOWN-CF,27,2642,3350.755620420746
SBOA,IBREAKDOWN-CF,27,2722,3348.6193863720955
SBOA,IBREAKDOWN-CF,27,3494,3342.576686392901
SBOA,IBREAKDOWN-CF,27,3673,3336.8529849361707
SBOA,IBREAKDOWN-CF,27,5911,3335.212549164627
SBOA,IBREAKDOWN-CF,27,5964,3332.010291065927
SBOA,IBREAKDOWN-CF,27,6026,3325.7334480072545
SBOA,IBREAKDOWN-CF,27,6123,3324.826459982785
SBOA,IBREAKDOWN-CF,27,6142,3324.145911065017
SBOA,IBREAKDOWN-CF,27,6212,3318.943918133365
SBOA,IBREAKDOWN-CF,27,6247,3313.436349889619
SBOA,IBREAKDOWN-CF,27,6470,3309.742849504595
SBOA,IBREAKDOWN-CF,27,6548,3309.6215975861896
SBOA,IBREAKDOWN-CF,27,6601,3300.860774241685
SBOA,IBREAKDOWN-CF,27,6683,3297.8607523857904
SBOA,IBREAKDOWN-CF,27,6771,3278.619242761289
SBOA,IBREAKDOWN-CF,27,7451,3275.454790557013
SBOA,IBREAKDOWN-CF,27,7574,3274.9889250512856
SBOA,IBREAKDOWN-CF,27,7619,3261.067887617971
SBOA,IBREAKDOWN-CF,27,7853,3255.5628507496926
SBOA,IBREAKDOWN-CF,27,7893,3253.865769462403
SBOA,IBREAKDOWN-CF,27,7933,3247.5735560725516
SBOA,IBREAKDOWN-CF,27,8053,3245.879429348855
SBOA,IBREAKDOWN-CF,27,9459,3238.675544119135
SBOA,IBREAKDOWN-CF,27,9656,3237.3601390735002
SBOA,IBREAKDOWN-CF,27,9702,3228.3597491555315
SBOA,IBREAKDOWN-CF,27,9724,3224.188131648373
SBOA,IBREAKDOWN-CF,27,9933,3197.539804495283
SBOA,IBREAKDOWN-CF,28,1,128514.24111147661
SBOA,IBREAKDOWN-CF,28,3,3820.882627771217
SBOA,IBREAKDOWN-CF,28,13,3669.9928094325196
SBOA,IBREAKDOWN-CF,28,41,3357.8132057345947
SBOA,IBREAKDOWN-CF,28,327,3353.4423797382124
SBOA,IBREAKDOWN-CF,28,689,3349.271087683958
SBOA,IBREAKDOWN-CF,28,709,3286.909258233944
SBOA,IBREAKDOWN-CF,28,884,3264.0731114185746
SBOA,IBREAKDOWN-CF,28,1255,3260.9294139823905
SBOA,IBREAKDOWN-CF,28,2161,3260.0672587877198
SBOA,IBREAKDOWN-CF,28,3487,3248.8188612166805
SBOA,IBREAKDOWN-CF,28,3728,3247.1121947023253
SBOA,IBREAKDOWN-CF,28,3786,3244.9908026066514
SBOA,IBREAKDOWN-CF,28,3930,3243.9629530038683
SBOA,IBREAKDOWN-CF,28,4103,3238.18572972011
SBOA,IBREAKDOWN-CF,28,4413,3238.0863430071654
SBOA,IBREAKDOWN-CF,28,4487,3234.6077657530514
SBOA,IBREAKDOWN-CF,28,4814,3233.5596927122483
SBOA,IBREAKDOWN-CF,28,4871,3225.671079046866
SBOA,IBREAKDOWN-CF,28,5723,3221.890402414174
SBOA,IBREAKDOWN-CF,28,5763,3221.8886709296735
SBOA,IBREAKDOWN-CF,28,6277,3215.178107205937
SBOA,IBREAKDOWN-CF,28,6433,3212.030372954667
SBOA,IBREAKDOWN-CF,28,6687,3211.6819037191913
SBOA,IBREAKDOWN-CF,28,6898,3210.9666908323243
SBOA,IBREAKDOWN-CF,28,6942,3210.718340765904
SBOA,IBREAKDOWN-CF,28,7310,3204.774481119698
SBOA,IBREAKDOWN-CF,28,7470,3204.7715486984216
SBOA,IBREAKDOWN-CF,28,8292,3202.59664487219
SBOA,IBREAKDOWN-CF,28,8412,3201.285174818959
SBOA,IBREAKDOWN-CF,28,9576,3195.949709883322
SBOA,IBREAKDOWN-CF,28,9696,3192.5700904270197
SBOA,IBREAKDOWN-CF,29,1,20657.29026488591
SBOA,IBREAKDOWN-CF,29,3,6048.5107536634805
SBOA,IBREAKDOWN-CF,29,16,4607.858912158039
SBOA,IBREAKDOWN-CF,29,20,3843.7474960172553
SBOA,IBREAKDOWN-CF,29,99,3722.491938512032
SBOA,IBREAKDOWN-CF,29,200,3531.885189923721
SBOA,IBREAKDOWN-CF,29,218,3401.450111240124
SBOA,IBREAKDOWN-CF,29,310,3391.4998037687583
SBOA,IBREAKDOWN-CF,29,363,3322.454811519355
SBOA,IBREAKDOWN-CF,29,550,3312.8415731792247
