algorithm,variant,run,nfe,best_fit
GSK,SHAP-CF,1,17,5036.41675827432
GSK,SHAP-CF,1,20,4151.5989318187485
GSK,SHAP-CF,1,30,3558.513719498948
GSK,SHAP-CF,1,136,3307.1279661312215
GSK,SHAP-CF,1,286,3263.7211500705343
GSK,SHAP-CF,1,1397,3230.2573867596875
GSK,SHAP-CF,1,2063,3204.3271493137795
GSK,SHAP-CF,1,3123,3114.329948717794
GSK,SHAP-CF,1,3913,3102.5680350846933
GSK,SHAP-CF,1,9253,3099.40482031444
GSK,SHAP-CF,1,9506,3098.8232272323585
GSK,SHAP-CF,20,1,544953.264930924
GSK,SHAP-CF,20,3,152137.51669075864
GSK,SHAP-CF,20,7,3410.3325269753104
GSK,SHAP-CF,20,71,3288.5103896553383
GSK,SHAP-CF,20,828,3278.6145538418455
GSK,SHAP-CF,20,868,3268.4571523773006
GSK,SHAP-CF,20,2168,3258.696693910183
GSK,SHAP-CF,20,2350,3240.5314899960217
GSK,SHAP-CF,20,2444,3221.335499623112
GSK,SHAP-CF,20,2471,3190.1409962289595
GSK,SHAP-CF,20,2516,3167.972888024832
GSK,SHAP-CF,20,2761,3132.859043303551
GSK,SHAP-CF,20,3060,3082.424899439931
GSK,SHAP-CF,21,1,441771.55342919327
GSK,SHAP-CF,21,2,6138.187321749683
GSK,SHAP-CF,21,7,3532.711712423608
GSK,SHAP-CF,21,73,3269.3860640563007
GSK,SHAP-CF,21,844,3239.7848212656277
GSK,SHAP-CF,21,1256,3166.9531849755695
GSK,SHAP-CF,21,5409,3165.0836901245452
GSK,SHAP-CF,21,5702,3148.6759806182886
GSK,SHAP-CF,21,5738,3116.765686946747
GSK,SHAP-CF,21,8762,3111.063473217741
GSK,SHAP-CF,22,1,575368.2857545522
GSK,SHAP-CF,22,3,249189.0069456963
GSK,SHAP-CF,22,4,144935.27455982266
GSK,SHAP-CF,22,13,4136.75297307287
GSK,SHAP-CF,22,32,3846.6097602017717
GSK,SHAP-CF,22,109,3494.2272796569096
GSK,SHAP-CF,22,448,3478.6457406352265
GSK,SHAP-CF,22,480,3448.556420444135
GSK,SHAP-CF,22,866,3320.782483220034
GSK,SHAP-CF,22,2321,3236.74839407585
GSK,SHAP-CF,22,2337,3211.172340187023
GSK,SHAP-CF,22,3520,3205.4588929106826
GSK,SHAP-CF,22,3746,3183.896186589154
GSK,SHAP-CF,22,6017,3149.7124713210924
GSK,SHAP-CF,22,6361,3129.34377699824
GSK,SHAP-CF,22,8061,3127.0893294181838
GSK,SHAP-CF,23,1,577815.0271928029
GSK,SHAP-CF,23,2,466160.00767344673
GSK,SHAP-CF,23,3,19031.741501493965
GSK,SHAP-CF,23,20,7297.9663985115285
GSK,SHAP-CF,23,29,4271.51924117621
GSK,SHAP-CF,23,51,3766.3982012208926
GSK,SHAP-CF,23,79,3479.1746806927135
GSK,SHAP-CF,23,129,3436.5314735542984
GSK,SHAP-CF,23,153,3267.926679203028
GSK,SHAP-CF,23,742,3238.025339145109
GSK,SHAP-CF,23,1033,3222.7108536557985
GSK,SHAP-CF,23,1396,3214.9585736935433
GSK,SHAP-CF,23,2686,3197.0513917190606
GSK,SHAP-CF,23,3348,3141.7009872128197
GSK,SHAP-CF,23,5410,3135.169602046002
GSK,SHAP-CF,23,5427,3128.82922609669
GSK,SHAP-CF,23,5457,3108.4198980585443
GSK,SHAP-CF,23,7740,3107.717380668275
GSK,SHAP-CF,23,8047,3105.5422791032797
GSK,SHAP-CF,23,8314,3105.4400397274953
GSK,SHAP-CF,23,8622,3103.762421188852
GSK,SHAP-CF,23,8742,3098.9149313319817
GSK,SHAP-CF,24,1,4549.653214342499
GSK,SHAP-CF,24,8,4200.3315142301435
GSK,SHAP-CF,24,22,3780.7464518068655
GSK,SHAP-CF,24,67,3471.129965651579
GSK,SHAP-CF,24,436,3422.1891535039326
GSK,SHAP-CF,24,1428,3407.335059297776
GSK,SHAP-CF,24,1621,3335.0108160343693
GSK,SHAP-CF,24,1734,3334.203898314131
GSK,SHAP-CF,24,2527,3253.8705427977147
GSK,SHAP-CF,24,3262,3234.0661772309613
GSK,SHAP-CF,24,3861,3231.9899980671457
GSK,SHAP-CF,24,3961,3223.40441584289
GSK,SHAP-CF,24,4501,3217.264353899356
GSK,SHAP-CF,24,6521,3213.0736952405277
GSK,SHAP-CF,24,8809,3208.874393902697
GSK,SHAP-CF,24,9744,3208.5246229173126
GSK,SHAP-CF,25,1,4538.7556460053875
GSK,SHAP-CF,25,14,3727.692592278927
GSK,SHAP-CF,25,63,3700.332327455923
GSK,SHAP-CF,25,114,3675.8506241642503
GSK,SHAP-CF,25,205,3610.7310881632393
GSK,SHAP-CF,25,346,3564.386042054156
GSK,SHAP-CF,25,443,3505.9585571399266
GSK,SHAP-CF,25,610,3444.8387045161267
GSK,SHAP-CF,25,954,3431.385800599523
GSK,SHAP-CF,25,1002,3403.612540547076
GSK,SHAP-CF,25,1047,3396.8165329062026
GSK,SHAP-CF,25,1192,3334.6590901799955
GSK,SHAP-CF,25,1321,3318.709939297235
GSK,SHAP-CF,25,1564,3315.64668630344
GSK,SHAP-CF,25,2604,3300.4773967639544
GSK,SHAP-CF,25,3125,3227.786517524949
GSK,SHAP-CF,25,4139,3200.1878572413584
GSK,SHAP-CF,25,4401,3191.36430377661
GSK,SHAP-CF,25,4461,3191.241341294004
GSK,SHAP-CF,25,6023,3184.023543960096
GSK,SHAP-CF,25,6171,3160.6381155004583
GSK,SHAP-CF,25,6342,3150.584462643885
GSK,SHAP-CF,25,6588,3147.760817587455
GSK,SHAP-CF,25,8846,3135.7257883606294
GSK,SHAP-CF,26,1,261196.9667241564
GSK,SHAP-CF,26,3,5841.554572790181
GSK,SHAP-CF,26,16,3972.5285048106066
GSK,SHAP-CF,26,50,3615.8817085043543
GSK,SHAP-CF,26,93,3604.8304771102626
GSK,SHAP-CF,26,341,3388.8874222087943
GSK,SHAP-CF,26,989,3373.6662491965126
GSK,SHAP-CF,26,1026,3303.604695723735
GSK,SHAP-CF,26,1212,3264.7720951228175
GSK,SHAP-CF,26,1328,3180.026756123391
GSK,SHAP-CF,26,3815,3168.922292848405
GSK,SHAP-CF,26,4060,3160.7329051750153
GSK,SHAP-CF,26,4077,3146.744364779497
GSK,SHAP-CF,26,4908,3134.3419359110135
GSK,SHAP-CF,26,5121,3110.042543783453
GSK,SHAP-CF,26,6588,3109.037990909487
GSK,SHAP-CF,26,7762,3105.2516033046004
GSK,SHAP-CF,26,8401,3104.0036743509454
GSK,SHAP-CF,26,8504,3095.5819816270255
GSK,SHAP-CF,27,1,261399.4659042515
GSK,SHAP-CF,27,2,204175.62198369045
GSK,SHAP-CF,27,7,4904.932829755293
GSK,SHAP-CF,27,15,4347.744802257169
GSK,SHAP-CF,27,23,3725.307600143363
GSK,SHAP-CF,27,204,3675.719769726233
GSK,SHAP-CF,27,302,3645.8639314382767
GSK,SHAP-CF,27,425,3560.0311007098226
GSK,SHAP-CF,27,493,3527.6818231912916
GSK,SHAP-CF,27,563,3467.5178450885023
GSK,SHAP-CF,27,1092,3411.365263287834
GSK,SHAP-CF,27,1152,3157.5095090017776
GSK,SHAP-CF,27,4426,3133.1878718747653
GSK,SHAP-CF,27,7178,3132.025604559316
GSK,SHAP-CF,27,7427,3131.934755647174
GSK,SHAP-CF,27,7545,3131.081265800371
GSK,SHAP-CF,27,7607,3130.0682824868136
GSK,SHAP-CF,27,7846,3129.5318392328168
GSK,SHAP-CF,27,7894,3111.0455736199037
GSK,SHAP-CF,27,7921,3104.7071052628776
GSK,SHAP-CF,27,8776,3103.160239295114
GSK,SHAP-CF,28,1,1203455.4311547554
GSK,SHAP-CF,28,2,1010903.4424194415
GSK,SHAP-CF,28,3,5585.25832818998
GSK,SHAP-CF,28,10,5342.7907503939205
GSK,SHAP-CF,28,15,4312.433516158216
GSK,SHAP-CF,28,22,4223.59104446056
GSK,SHAP-CF,28,24,3935.7114053587584
GSK,SHAP-CF,28,91,3744.9082104772374
GSK,SHAP-CF,28,115,3708.445085653882
GSK,SHAP-CF,28,312,3554.919449157799
GSK,SHAP-CF,28,340,3493.571770759306
GSK,SHAP-CF,28,437,3489.2627479839007
GSK,SHAP-CF,28,682,3405.926393242697
GSK,SHAP-CF,28,824,3399.408519297545
GSK,SHAP-CF,28,1217,3361.60960490686
GSK,SHAP-CF,28,1528,3339.7249452773244
GSK,SHAP-CF,28,2118,3306.8610252814237
GSK,SHAP-CF,28,2764,3300.6667889356268
GSK,SHAP-CF,28,3109,3285.081330308629
GSK,SHAP-CF,28,3119,3246.3770730883793
GSK,SHAP-CF,28,3242,3244.9761010376055
GSK,SHAP-CF,28,3923,3244.6673912465194
GSK,SHAP-CF,28,4091,3190.5253018373696
GSK,SHAP-CF,28,5050,3188.8044908360707
GSK,SHAP-CF,28,5172,3183.261620061919
GSK,SHAP-CF,28,6375,3125.8122822455157
GSK,SHAP-CF,28,9593,3123.5847482232653
GSK,SHAP-CF,29,1,904508.5958866221
GSK,SHAP-CF,29,2,167456.4042373546
GSK,SHAP-CF,29,7,5201.530812472958
GSK,SHAP-CF,29,10,4054.740969015883
GSK,SHAP-CF,29,11,3881.6411420316113
GSK,SHAP-CF,29,24,3703.552979170217
GSK,SHAP-CF,29,138,3682.9811866083483
GSK,SHAP-CF,29,191,3391.128489477016
GSK,SHAP-CF,29,641,3292.3630242001996
GSK,SHAP-CF,29,1720,3266.6909733275083
GSK,SHAP-CF,29,2344,3223.5484336784643
GSK,SHAP-CF,29,2682,3194.766653470015
GSK,SHAP-CF,29,2742,3179.0871694655825
GSK,SHAP-CF,29,4323,3169.4959390127347
GSK,SHAP-CF,29,4993,3143.715983014475
GSK,SHAP-CF,29,5061,3137.4187114890324
GSK,SHAP-CF,29,5289,3126.1065846107454
GSK,SHAP-CF,29,5438,3125.108605680337
GSK,SHAP-CF,29,6020,3112.893880345482
GSK,SHAP-CF,29,6181,3112.1657952240835
GSK,SHAP-CF,29,6288,3111.9022430451714
GSK,SHAP-CF,29,6600,3096.327962413658
GSK,SHAP-CF,29,6693,3093.907242784414
GSK,SHAP-CF,29,7733,3082.424899439931
GSK,SHAP-CF,2,1,353847.7424780479
GSK,SHAP-CF,2,2,4269.688374881363
GSK,SHAP-CF,2,3,4182.538706289939
GSK,SHAP-CF,2,4,4103.423502452588
GSK,SHAP-CF,2,19,3433.211805316306
GSK,SHAP-CF,2,776,3420.9098724415676
GSK,SHAP-CF,2,1042,3194.6887937604156
GSK,SHAP-CF,2,2478,3175.9154874364185
GSK,SHAP-CF,2,3018,3166.269130943288
GSK,SHAP-CF,2,3141,3157.4675885027636
GSK,SHAP-CF,2,4130,3152.870320738622
GSK,SHAP-CF,2,5188,3145.635050778504
GSK,SHAP-CF,2,5820,3143.1127690474714
GSK,SHAP-CF,2,7119,3131.668101090605
GSK,SHAP-CF,2,8794,3122.4077315859445
GSK,SHAP-CF,2,9687,3121.1089916913884
GSK,SHAP-CF,2,9961,3111.550209463944
GSK,SHAP-CF,3,1,434496.54097431153
GSK,SHAP-CF,3,4,6289.261314813248
GSK,SHAP-CF,3,13,4332.100050635231
GSK,SHAP-CF,3,22,4101.465532811658
GSK,SHAP-CF,3,39,3964.2297863834656
GSK,SHAP-CF,3,41,3880.7191205307477
GSK,SHAP-CF,3,78,3644.871436239276
GSK,SHAP-CF,3,116,3601.8461826391513
GSK,SHAP-CF,3,324,3562.3697423478848
GSK,SHAP-CF,3,364,3431.157647140688
GSK,SHAP-CF,3,584,3364.446863048018
GSK,SHAP-CF,3,600,3340.137649491638
GSK,SHAP-CF,3,702,3213.271234781178
GSK,SHAP-CF,3,801,3184.9524682308456
GSK,SHAP-CF,3,4064,3159.5661834150715
GSK,SHAP-CF,3,4502,3157.207974948762
GSK,SHAP-CF,3,6542,3156.279451842789
GSK,SHAP-CF,3,6665,3140.623821533729
GSK,SHAP-CF,3,7724,3127.460810437004
GSK,SHAP-CF,4,1,31190.557594645456
GSK,SHAP-CF,4,4,5109.941055530428
GSK,SHAP-CF,4,13,4876.555227326665
GSK,SHAP-CF,4,41,3564.843414414229
GSK,SHAP-CF,4,203,3547.3802034541277
GSK,SHAP-CF,4,274,3483.768314166755
GSK,SHAP-CF,4,542,3481.63896044018
GSK,SHAP-CF,4,576,3453.9062029572715
GSK,SHAP-CF,4,1373,3326.0077999874734
GSK,SHAP-CF,4,1742,3322.0124984324057
GSK,SHAP-CF,4,1753,3306.3390967224905
GSK,SHAP-CF,4,2177,3292.9044270882855
GSK,SHAP-CF,4,2351,3260.1268758754054
GSK,SHAP-CF,4,2699,3245.6523270686407
GSK,SHAP-CF,4,2914,3238.939326110865
GSK,SHAP-CF,4,3141,3198.1525664082674
GSK,SHAP-CF,4,3461,3162.8357126318406
GSK,SHAP-CF,4,4251,3150.5109959120387
GSK,SHAP-CF,4,4554,3146.7869859547627
GSK,SHAP-CF,4,4719,3134.564727425009
GSK,SHAP-CF,4,6518,3130.5173975068574
GSK,SHAP-CF,4,8075,3124.8290211226577
GSK,SHAP-CF,4,8097,3123.8450784056745
GSK,SHAP-CF,4,8418,3120.5751424307546
GSK,SHAP-CF,4,8662,3111.347633447519
GSK,SHAP-CF,4,8806,3110.0796287255034
GSK,SHAP-CF,4,9727,3106.504730574817
GSK,SHAP-CF,4,9912,3105.32422481503
GSK,SHAP-CF,4,9955,3103.8630222752913
GSK,SHAP-CF,5,1,541906.5196697573
GSK,SHAP-CF,5,3,4230.726591050846
GSK,SHAP-CF,5,5,3549.6211268771044
GSK,SHAP-CF,5,210,3544.6226383199105
GSK,SHAP-CF,5,217,3281.533039619297
GSK,SHAP-CF,5,1529,3272.0069369563744
GSK,SHAP-CF,5,1942,3203.6773679520034
GSK,SHAP-CF,5,2747,3143.4808544691346
GSK,SHAP-CF,5,4301,3138.760932397563
GSK,SHAP-CF,5,4704,3124.696713233608
GSK,SHAP-CF,5,5585,3121.8996179261667
GSK,SHAP-CF,5,8912,3115.5226845387856
GSK,SHAP-CF,5,9010,3115.2055691057626
GSK,SHAP-CF,5,9201,3112.6974375113205
GSK,SHAP-CF,6,1,4674.700990437124
GSK,SHAP-CF,6,23,4332.605317313873
GSK,SHAP-CF,6,26,4052.8062045937736
GSK,SHAP-CF,6,35,3809.391082006212
GSK,SHAP-CF,6,73,3808.259679688725
GSK,SHAP-CF,6,249,3507.7319495608926
GSK,SHAP-CF,6,250,3357.578006274997
GSK,SHAP-CF,6,1023,3327.8308923663535
GSK,SHAP-CF,6,1100,3285.354201652679
GSK,SHAP-CF,6,1140,3245.538674415977
GSK,SHAP-CF,6,1325,3227.356348776236
GSK,SHAP-CF,6,2209,3168.1683568024996
GSK,SHAP-CF,6,4571,3152.2432091661917
GSK,SHAP-CF,6,7826,3141.03575848523
GSK,SHAP-CF,7,1,960756.4420875837
GSK,SHAP-CF,7,2,136373.61725273056
GSK,SHAP-CF,7,5,67292.38751636332
GSK,SHAP-CF,7,8,3457.3758039107815
GSK,SHAP-CF,7,321,3276.2808710819563
GSK,SHAP-CF,7,441,3270.320729006151
GSK,SHAP-CF,7,2375,3235.1344823141476
GSK,SHAP-CF,7,2550,3229.2790546555193
GSK,SHAP-CF,7,2591,3206.348699346981
GSK,SHAP-CF,7,2831,3177.4276711488437
GSK,SHAP-CF,7,3802,3162.4424468522107
GSK,SHAP-CF,7,4785,3117.6738673073073
GSK,SHAP-CF,7,5520,3100.1945854153414
GSK,SHAP-CF,7,6780,3092.7136727999355
GSK,SHAP-CF,7,8477,3089.9770205598293
GSK,SHAP-CF,8,1,46888.046282236675
GSK,SHAP-CF,8,5,5294.173340038562
GSK,SHAP-CF,8,9,3590.7372850077645
GSK,SHAP-CF,8,218,3263.687253770777
GSK,SHAP-CF,8,1634,3209.8178549552485
GSK,SHAP-CF,8,3041,3201.7812707335843
GSK,SHAP-CF,8,3187,3169.3595650986886
GSK,SHAP-CF,8,3685,3156.3934118520565
GSK,SHAP-CF,8,3897,3150.3162767643857
GSK,SHAP-CF,8,3908,3133.9599085662503
GSK,SHAP-CF,8,3998,3126.7798878952567
GSK,SHAP-CF,8,4183,3119.6562899310284
GSK,SHAP-CF,8,4476,3112.4798531725132
GSK,SHAP-CF,8,4589,3109.9374760483574
GSK,SHAP-CF,8,5503,3103.5827690000137
GSK,SHAP-CF,8,5787,3099.37966930773
GSK,SHAP-CF,8,5895,3096.0301462663606
GSK,SHAP-CF,8,5965,3091.9293727688505
GSK,SHAP-CF,8,7084,3082.424899439931
GSK,SHAP-CF,9,1,13736.279574732274
GSK,SHAP-CF,9,4,4988.288333720446
GSK,SHAP-CF,9,13,4269.993903280638
GSK,SHAP-CF,9,29,3678.6056428552356
GSK,SHAP-CF,9,246,3614.811494316782
GSK,SHAP-CF,9,248,3393.9364429788084
GSK,SHAP-CF,9,840,3392.7500668722214
GSK,SHAP-CF,9,841,3281.4188750893964
GSK,SHAP-CF,9,1586,3248.661824481431
GSK,SHAP-CF,9,2354,3239.2168843739405
GSK,SHAP-CF,9,2620,3208.818218667062
GSK,SHAP-CF,9,3868,3191.0192249632387
GSK,SHAP-CF,9,4054,3155.288706382669
GSK,SHAP-CF,9,4277,3132.3096796663194
GSK,SHAP-CF,9,4350,3123.9938145449732
GSK,SHAP-CF,9,4493,3113.991005608036
GSK,SHAP-CF,9,4542,3097.1544146854067
GSK,SHAP-CF,9,5699,3082.424899439931
GSK,Standard,0,1,52596.66118775257
GSK,Standard,0,3,4722.528708936122
GSK,Standard,0,4,4269.840614947523
GSK,Standard,0,14,4189.074801018628
GSK,Standard,0,55,4071.5363779043355
GSK,Standard,0,69,4013.76137486155
GSK,Standard,0,102,4012.985835530295
GSK,Standard,0,141,3977.055879415737
GSK,Standard,0,159,3693.0843510651353
GSK,Standard,0,257,3672.405482994395
GSK,Standard,0,339,3664.371309120918
GSK,Standard,0,343,3528.3081516304646
GSK,Standard,0,425,3517.5690963406646
GSK,Standard,0,572,3508.1042240453526
GSK,Standard,0,847,3263.472072462415
GSK,Standard,0,1904,3243.838188300341
GSK,Standard,0,1919,3232.0212274299574
GSK,Standard,0,2716,3217.701527226336
GSK,Standard,0,3109,3174.6234353201353
GSK,Standard,0,3366,3137.8796444794957
GSK,Standard,0,4501,3121.5143484193613
GSK,Standard,0,5105,3108.6747069889334
GSK,Standard,0,6062,3108.641884193236
GSK,Standard,0,6107,3106.900885215732
GSK,Standard,0,6606,3101.156618906574
GSK,Standard,0,7649,3100.8955450901126
GSK,Standard,0,7787,3098.5617311452793
GSK,Standard,0,7897,3082.424899439931
GSK,Standard,10,1,212784.32583561778
GSK,Standard,10,3,6320.023126415389
GSK,Standard,10,23,4339.178728259458
GSK,Standard,10,73,3620.5691402699463
GSK,Standard,10,175,3528.2882340322176
GSK,Standard,10,453,3452.327699823253
GSK,Standard,10,781,3281.0162211997513
GSK,Standard,10,1379,3267.827477929001
GSK,Standard,10,1872,3203.6409184186523
GSK,Standard,10,2002,3192.261963713664
GSK,Standard,10,2306,3184.1281885280296
GSK,Standard,10,2411,3142.495923503422
GSK,Standard,10,2752,3109.4612410372647
GSK,Standard,10,4008,3105.0750160780603
GSK,Standard,10,4694,3102.3343162050924
GSK,Standard,10,4868,3101.7731184844897
GSK,Standard,10,5633,3101.38729063577
GSK,Standard,10,5685,3096.525097720181
GSK,Standard,10,6263,3095.713626235049
GSK,Standard,10,6572,3094.5816145172594
GSK,Standard,10,7020,3094.0505797803858
GSK,Standard,10,7304,3094.033465968798
GSK,Standard,10,7337,3093.6309387841907
GSK,Standard,10,7367,3093.612849526635
GSK,Standard,10,7575,3093.580315216952
GSK,Standard,10,7689,3092.2058995618527
GSK,Standard,10,8054,3091.7416318734654
GSK,Standard,10,8168,3091.6887381231536
GSK,Standard,10,8237,3091.6875039382267
GSK,Standard,10,9550,3091.6736843016643
GSK,Standard,10,9770,3091.5300310907564
GSK,Standard,11,1,796397.9791490351
GSK,Standard,11,2,408301.9790306582
GSK,Standard,11,5,21571.380702527556
GSK,Standard,11,6,4643.933832011708
GSK,Standard,11,19,3379.9745334940703
GSK,Standard,11,361,3256.401169129727
GSK,Standard,11,1268,3167.166662197237
GSK,Standard,11,1767,3166.2292065397564
GSK,Standard,11,2002,3142.997282516584
GSK,Standard,11,2802,3131.045394973016
GSK,Standard,11,3432,3124.53146403509
GSK,Standard,11,3924,3122.6936597754107
GSK,Standard,11,4916,3118.5942106037646
GSK,Standard,11,5021,3116.28445358109
GSK,Standard,11,5178,3104.4183887596887
GSK,Standard,11,5794,3096.3367540944705
GSK,Standard,11,6475,3093.8360508443375
GSK,Standard,11,6880,3093.3612536896007
GSK,Standard,11,7075,3090.702162841815
GSK,Standard,11,7484,3089.716756916311
GSK,Standard,11,8004,3089.2619010495914
GSK,Standard,11,8270,3088.446393042357
GSK,Standard,11,8470,3088.1500869990623
GSK,Standard,11,8859,3087.6160698773756
GSK,Standard,11,8870,3087.4297765482283
GSK,Standard,11,9273,3087.4058087104368
GSK,Standard,11,9749,3087.3691703074496
GSK,Standard,11,9753,3087.24586979634
GSK,Standard,12,1,4226.235648105091
GSK,Standard,12,16,3421.1843195452184
GSK,Standard,12,361,3291.625788198782
GSK,Standard,12,944,3277.760366718985
GSK,Standard,12,1323,3237.9984298777576
GSK,Standard,12,1452,3158.041011582291
GSK,Standard,12,2102,3150.2495383722744
GSK,Standard,12,2402,3136.6936791179255
GSK,Standard,12,3194,3130.206712134884
GSK,Standard,12,3581,3129.571724886193
GSK,Standard,12,3765,3111.8544607784866
GSK,Standard,12,3813,3111.2676589098755
GSK,Standard,12,4118,3107.2254159977215
GSK,Standard,12,4501,3106.111228919522
GSK,Standard,12,5077,3100.0418422735797
GSK,Standard,12,5381,3098.46631050025
GSK,Standard,12,5393,3097.0589705806046
GSK,Standard,12,5477,3096.928746331725
GSK,Standard,12,5980,3095.1827027607815
GSK,Standard,12,6061,3095.1066840303597
GSK,Standard,12,6088,3094.419599028414
GSK,Standard,12,6189,3091.932975710668
GSK,Standard,12,6544,3091.075092557778
GSK,Standard,12,6886,3090.7164407602613
GSK,Standard,12,6980,3090.613655243776
GSK,Standard,12,7141,3090.6036581497165
GSK,Standard,12,7380,3089.2510740913744
GSK,Standard,12,7558,3087.475845913338
GSK,Standard,12,8762,3087.1739166608286
GSK,Standard,12,9578,3087.1452670905037
GSK,Standard,13,1,453898.68172207853
GSK,Standard,13,2,411213.0435890639
GSK,Standard,13,5,228554.6675943396
GSK,Standard,13,6,210941.65452081797
GSK,Standard,13,8,3781.3566247069166
GSK,Standard,13,16,3681.216671457454
GSK,Standard,13,23,3648.9200746475026
GSK,Standard,13,50,3418.0500472443064
GSK,Standard,13,357,3339.369349785529
GSK,Standard,13,611,3269.522960772559
GSK,Standard,13,1196,3235.1176825189327
GSK,Standard,13,1450,3206.187462368361
GSK,Standard,13,1648,3163.124277124527
GSK,Standard,13,1930,3154.660859624974
GSK,Standard,13,1970,3148.7682663525047
GSK,Standard,13,2066,3137.2780303661593
GSK,Standard,13,2349,3136.2797319287924
GSK,Standard,13,2387,3115.4552931764247
GSK,Standard,13,2820,3099.131353155879
GSK,Standard,13,3857,3082.424899439931
GSK,Standard,14,1,699719.6807486356
GSK,Standard,14,2,5331.3400200590895
GSK,Standard,14,8,4415.399856749865
GSK,Standard,14,33,4408.4721066104075
GSK,Standard,14,45,3929.1231540438557
GSK,Standard,14,82,3408.926118192303
GSK,Standard,14,805,3345.4579519564077
GSK,Standard,14,1232,3217.0405145676086
GSK,Standard,14,1701,3215.961343843879
GSK,Standard,14,2950,3146.534889831711
GSK,Standard,14,4103,3146.3418009021298
GSK,Standard,14,4952,3137.7830336362395
GSK,Standard,14,5190,3132.971968835627
GSK,Standard,14,5476,3116.370463928174
GSK,Standard,14,6562,3112.7219834853386
GSK,Standard,14,6603,3100.459583356694
GSK,Standard,14,7663,3099.0975858870297
GSK,Standard,14,8852,3091.031941286211
GSK,Standard,14,9064,3090.0448734176243
GSK,Standard,14,9887,3087.780106352051
GSK,Standard,15,1,5355.451053026638
GSK,Standard,15,4,4204.266635823644
GSK,Standard,15,38,3614.4471365318313
GSK,Standard,15,46,3524.303659654699
GSK,Standard,15,170,3456.2171471684383
GSK,Standard,15,448,3392.534123530493
GSK,Standard,15,503,3322.7747903113436
GSK,Standard,15,526,3306.078174950732
GSK,Standard,15,723,3220.9041926462464
GSK,Standard,15,1301,3186.249169023153
GSK,Standard,15,2067,3169.585895157805
GSK,Standard,15,2601,3166.5649037523826
GSK,Standard,15,3144,3141.3611031742357
GSK,Standard,15,3869,3141.0058069220886
GSK,Standard,15,4066,3124.5911195898666
GSK,Standard,15,4101,3122.602321098584
GSK,Standard,15,4386,3117.424137316392
GSK,Standard,15,4475,3113.9735408570214
GSK,Standard,15,4577,3104.3478393545784
GSK,Standard,15,4957,3102.294773606319
GSK,Standard,15,5051,3101.7232135657196
GSK,Standard,15,5452,3101.4902974076476
GSK,Standard,15,5466,3100.0935866981536
GSK,Standard,15,5472,3099.7088485209397
GSK,Standard,15,5646,3096.3418294556063
GSK,Standard,15,5975,3093.450428066046
GSK,Standard,15,6176,3092.809221450558
GSK,Standard,15,6479,3091.7077244716356
GSK,Standard,15,6757,3091.518456493706
GSK,Standard,15,6775,3090.08430983846
GSK,Standard,15,6859,3089.5917665943907
GSK,Standard,15,7302,3089.3497992647262
GSK,Standard,15,7377,3088.5460531681138
GSK,Standard,15,7572,3087.6528164595898
GSK,Standard,15,7589,3087.4356082715335
GSK,Standard,15,8474,3087.3853177813885
GSK,Standard,15,8758,3087.2554358470684
GSK,Standard,15,9803,3087.2433162451707
GSK,Standard,16,1,472240.0888377959
GSK,Standard,16,2,377251.62297377555
GSK,Standard,16,9,5021.745462774244
GSK,Standard,16,13,4209.19546746505
GSK,Standard,16,24,3830.180201853988
GSK,Standard,16,65,3403.695506652774
GSK,Standard,16,302,3358.4885558636634
GSK,Standard,16,467,3273.9055773834157
GSK,Standard,16,927,3256.799515833265
GSK,Standard,16,1012,3231.100144303166
GSK,Standard,16,1283,3211.2095477885136
GSK,Standard,16,1397,3206.4664915361814
GSK,Standard,16,1610,3204.3383923653887
GSK,Standard,16,1817,3192.765816085616
GSK,Standard,16,1862,3177.5008441629757
GSK,Standard,16,2303,3176.8858690922975
GSK,Standard,16,2405,3170.9734527270552
GSK,Standard,16,2670,3082.424899439931
GSK,Standard,17,1,4182.018088536957
GSK,Standard,17,67,4063.7626073214064
GSK,Standard,17,69,4007.77955568509
GSK,Standard,17,83,3880.453993884247
GSK,Standard,17,138,3795.5782650209885
GSK,Standard,17,153,3772.5380114359677
GSK,Standard,17,227,3681.0616024942883
GSK,Standard,17,280,3501.97560393807
GSK,Standard,17,682,3320.4424770911364
GSK,Standard,17,1104,3291.8627028420583
GSK,Standard,17,1107,3239.0258944707466
GSK,Standard,17,1144,3174.1150155095615
GSK,Standard,17,2052,3164.5466701719306
GSK,Standard,17,2608,3151.880242171809
GSK,Standard,17,2756,3147.0261499222192
GSK,Standard,17,2859,3138.419370188108
GSK,Standard,17,3004,3133.3822379257003
GSK,Standard,17,3203,3127.03936694944
GSK,Standard,17,3420,3121.776515791882
GSK,Standard,17,3805,3121.441447570479
GSK,Standard,17,4003,3119.889990047945
GSK,Standard,17,4322,3113.607366319864
GSK,Standard,17,5865,3112.2292714090167
GSK,Standard,17,6144,3102.392289259298
GSK,Standard,17,6368,3099.936851877477
GSK,Standard,17,6458,3098.6004206373264
GSK,Standard,17,6574,3097.2433516655246
GSK,Standard,17,6650,3095.6410138362535
GSK,Standard,17,6749,3093.5787142487056
GSK,Standard,17,6761,3091.356663924277
GSK,Standard,17,6950,3091.1303105399784
GSK,Standard,17,6953,3090.2702254248115
GSK,Standard,17,7145,3089.1969516714876
GSK,Standard,17,7246,3088.0943400366955
