Dimension,Function,Algorithm,Variant_A,Variant_B,N_Pairs,Mean_Log10_AminusB,Median_Log10_AminusB,Shapiro_p,Paired_t_p,Wilcoxon_p,Cohen_dz,Rank_Biserial,Wilcoxon_p_Holm_Block,Paired_t_p_Holm_Block
10,6,L-SHADE,ACME-CF,SHAP-CF,30,0.008187227752797979,0.0008115311778010559,0.10508261313515087,0.7556733474916782,0.5425279382616282,0.05735146363408539,0.13333333333333333,1.0,1.0
10,6,L-SHADE,ACME-CF,Standard,30,0.0012276633257080783,0.010039696848796797,0.21071272482396855,0.9641420420400804,0.8552717231214046,0.008279078276195237,0.06666666666666667,1.0,1.0
10,6,L-SHADE,IBREAKDOWN-CF,LIME-CF,30,-0.058198456250876905,0.003556807619671032,0.00010615090814459914,0.1890428591905615,0.6554384250193834,-0.24556639986710888,0.2,1.0,1.0
10,6,L-SHADE,IBREAKDOWN-CF,SHAP-CF,30,0.031008333262206696,0.015288721724908333,0.050127852603855105,0.23795495128152602,0.140283040702343,0.2199970506861698,0.2,0.9819812849164009,1.0
10,6,L-SHADE,IBREAKDOWN-CF,Standard,30,0.0240487688351168,0.01705703510553555,0.0069306536417873595,0.3978869732213254,0.19092952087521553,0.15666257744749515,0.13333333333333333,1.0,1.0
10,6,L-SHADE,LIME-CF,SHAP-CF,30,0.0892067895130836,0.04205447261352649,0.0015356779598502167,0.015759706336831245,0.0426517054438591,0.46828367541429355,0.13333333333333333,0.3457657601684332,0.14299972632325358
10,6,L-SHADE,LIME-CF,Standard,30,0.08224722508599368,0.03037051874727259,0.00048087753803305897,0.01429997263232536,0.0037444327026605606,0.4758480239685495,0.4,0.037444327026605606,0.14299972632325358
10,6,L-SHADE,SHAP-CF,Standard,30,-0.006959564427089899,-0.007843404873416449,0.5461448579695578,0.6641332281375385,0.5158484429121017,-0.0800944772436941,-0.2,1.0,1.0
10,6,OPA,ACME-CF,IBREAKDOWN-CF,30,-0.0035422359322545413,-4.440892098500626e-16,4.636274618575316e-09,0.5939027610513135,0.1079505776733194,-0.0984338135492285,-0.4,0.9715551990598746,1.0
10,6,OPA,ACME-CF,LIME-CF,30,-0.007333921145179811,0.0,3.702986353710856e-10,0.21900883649678818,0.2593523160105249,-0.22938066440696192,-0.25,1.0,1.0
10,6,OPA,ACME-CF,SHAP-CF,30,-0.010217465428935046,0.0,5.218544818897704e-09,0.17460191577638864,0.04005486261580205,-0.25408534138370364,-0.4,0.4005486261580205,1.0
10,6,OPA,ACME-CF,Standard,30,0.001105359448272732,0.0,4.815565989420333e-09,0.9114721114750722,0.44400178763766296,0.02047686914241494,0.0,1.0,1.0
10,6,OPA,IBREAKDOWN-CF,LIME-CF,30,-0.0037916852129252702,0.0,2.1568442034332978e-09,0.6448024367596623,0.7938039302228239,-0.08505229749699583,-0.25,1.0,1.0
