Dimension,MH_Group,Topology,Algorithm,Variant,Runs,FinalErr_Mean,FinalErr_Median,Log10FinalErr_Median,ExecTime_s_Median,ExplanationFEs_Median,AppliedInterventions,Rescues
10,CLASSICAL_SWARM,Hybrid,BA,SHAP-CF,90,16842.35159248118,33.02928799151914,1.5188962253414977,35.906905313004245,44490.0,6014,264
10,CLASSICAL_SWARM,Hybrid,BA,Standard,90,17251.76966597695,31.999286030995222,1.5051361221572435,36.00192089600023,0.0,0,0
10,CLASSICAL_SWARM,Hybrid,GWO,ACME-CF,90,11670.984695142357,28.909185272536092,1.4610349616195268,39.24799962450197,44670.0,5235,483
10,CLASSICAL_SWARM,Hybrid,GWO,IBREAKDOWN-CF,90,11250.90873682459,28.283054686760693,1.4515150322888877,39.20231804199648,30990.0,5821,691
10,CLASSICAL_SWARM,Hybrid,GWO,LIME-CF,90,11588.641336750528,27.793304860546414,1.443939083380232,39.50655606250439,43200.0,5363,592
10,CLASSICAL_SWARM,Hybrid,GWO,SHAP-CF,90,11192.221483682571,29.147605177817695,1.464600440116841,39.371512124998844,30690.0,5773,652
10,CLASSICAL_SWARM,Hybrid,GWO,Standard,90,11399.75994091307,28.118086098140225,1.4489625287466115,39.34990581249804,0.0,0,0
10,CLASSICAL_SWARM,Hybrid,PSO,ACME-CF,90,2444.782474308309,21.348666993579513,1.329370626176173,36.06562114600092,20670.0,2380,1046
10,CLASSICAL_SWARM,Hybrid,PSO,IBREAKDOWN-CF,90,2435.033354794524,21.049584205004976,1.3232433330221638,36.17100156200104,17010.0,2661,1185
10,CLASSICAL_SWARM,Hybrid,PSO,LIME-CF,90,2417.966731030637,21.49491873261161,1.332335807487246,36.04274333300418,20520.0,2548,1008
10,CLASSICAL_SWARM,Hybrid,PSO,SHAP-CF,90,2400.128019415882,21.49492122727088,1.3323358578907007,36.10125922850057,18630.0,2696,1081
10,CLASSICAL_SWARM,Hybrid,PSO,Standard,90,2414.6913823722502,21.480436090645412,1.3320429959716986,36.00265647949709,0.0,0,0
10,CLASSICAL_SWARM,Multimodal,BA,ACME-CF,120,23.579916246276852,3.9496830356565056,0.5963409430763806,3.5505946039993432,57180.0,6550,242
10,CLASSICAL_SWARM,Multimodal,BA,IBREAKDOWN-CF,120,23.457232635992117,3.944447252454097,0.5957385677871805,3.5453541040005803,43020.0,8035,318
10,CLASSICAL_SWARM,Multimodal,BA,LIME-CF,120,22.03882432156389,3.9416880605887172,0.5954236389103957,3.5596225630033587,46800.0,7725,416
10,CLASSICAL_SWARM,Multimodal,BA,SHAP-CF,120,22.60971836109797,3.950171118114156,0.5963621431810284,3.582312415997876,44430.0,7860,355
10,CLASSICAL_SWARM,Multimodal,BA,Standard,120,21.064060715420922,3.9552088539858232,0.5969200254119663,3.4791041249991395,0.0,0,0
10,CLASSICAL_SWARM,Multimodal,GWO,ACME-CF,120,7.61120924906413,0.5503432755606639,-0.2660789775750483,7.162415895501908,36990.0,5952,561
10,CLASSICAL_SWARM,Multimodal,GWO,IBREAKDOWN-CF,120,8.127139072033032,3.413621229727397,0.23085233652010917,7.137691021001956,26370.0,6693,1291
10,CLASSICAL_SWARM,Multimodal,GWO,LIME-CF,120,8.649440953249904,0.7424376915558923,-0.16478230160258484,7.114213812499656,36000.0,6190,1066
10,CLASSICAL_SWARM,Multimodal,GWO,SHAP-CF,120,8.006833407527122,0.299317841197535,-1.1192447229590425,7.151811292002094,25980.0,6637,1212
10,CLASSICAL_SWARM,Multimodal,GWO,Standard,120,7.677315642989178,0.9197364897960938,-0.40242589844637855,7.103728895497625,0.0,0,0
10,CLASSICAL_SWARM,Multimodal,PSO,ACME-CF,120,11.103739413304872,0.49264195907295516,-0.30878629020317083,2.6718335624973406,45630.0,4374,390
10,CLASSICAL_SWARM,Multimodal,PSO,IBREAKDOWN-CF,120,11.595765915071988,0.4659933560229774,-0.3317564898315315,2.5436865420015238,35640.0,4816,403
10,CLASSICAL_SWARM,Multimodal,PSO,LIME-CF,120,11.255129453931064,0.49908814379909927,-0.30357667904430624,2.6533424380031647,43560.0,4510,406
10,CLASSICAL_SWARM,Multimodal,PSO,SHAP-CF,120,11.155408911419679,0.5137985199801847,-0.289342518307786,2.6352562085012323,35340.0,4755,473
10,CLASSICAL_SWARM,Multimodal,PSO,Standard,120,12.014788784934911,0.5438522690072887,-0.2645190552064756,2.474078395498509,0.0,0,0
10,CLASSICAL_SWARM,Unimodal,BA,ACME-CF,30,1.2248126280043607,1.1557903775230045,0.06280377001270765,1.9612593124984414,55620.0,1641,50
10,CLASSICAL_SWARM,Unimodal,BA,IBREAKDOWN-CF,30,6.59252107112707,7.216546529089527,0.8583196196261063,2.032419562499854,43410.0,2044,56
10,CLASSICAL_SWARM,Unimodal,BA,LIME-CF,30,6.867723375415417,6.937583775428635,0.8411974122412985,2.035524874998373,48240.0,1976,77
10,CLASSICAL_SWARM,Unimodal,BA,SHAP-CF,30,5.863344748487037,6.132930878071363,0.7875820287616333,1.8871259789993928,44730.0,2030,45
10,CLASSICAL_SWARM,Unimodal,BA,Standard,30,7.535024995260684,7.894774265514712,0.8973350526539208,1.7558363335010654,0.0,0,0
10,CLASSICAL_SWARM,Unimodal,GWO,ACME-CF,30,2.436508483652405,0.5317478890935661,-0.3977265400111644,5.699998833497375,34920.0,1378,149
10,CLASSICAL_SWARM,Unimodal,GWO,IBREAKDOWN-CF,30,5.0651340410145,0.40740764028413423,-0.39002204806082896,5.690215041995543,23670.0,1517,345
10,CLASSICAL_SWARM,Unimodal,GWO,LIME-CF,30,5.079644989467601,1.3562390241201854,0.12067987072620738,5.785730542000238,34200.0,1415,289
10,CLASSICAL_SWARM,Unimodal,GWO,SHAP-CF,30,5.112117677785629,0.4420294298057854,-0.3631012083691821,5.77121139549854,24210.0,1529,334
10,CLASSICAL_SWARM,Unimodal,GWO,Standard,30,5.264316393229978,1.5758461646165074,0.19121604696617903,6.066468208500737,0.0,0,0
10,CLASSICAL_SWARM,Unimodal,PSO,ACME-CF,30,8.22422710674194e-09,8.5524050064123e-09,-8.067912003672753,0.1643204579995654,0.0,7,7
10,CLASSICAL_SWARM,Unimodal,PSO,IBREAKDOWN-CF,30,8.267791902956863e-09,8.651511507196119e-09,-8.062942174867331,0.16751522900085541,0.0,7,7
10,CLASSICAL_SWARM,Unimodal,PSO,LIME-CF,30,8.235914113659722e-09,8.471971568724257e-09,-8.072030773131514,0.1654976664976857,0.0,7,7
10,CLASSICAL_SWARM,Unimodal,PSO,SHAP-CF,30,8.298519560412388e-09,8.49121306600864e-09,-8.071038337877114,0.17011564600034035,0.0,7,7
10,CLASSICAL_SWARM,Unimodal,PSO,Standard,30,8.241130444730516e-09,8.59105853123765e-09,-8.065960118119257,0.15993612500096785,0.0,0,0
10,KNOWLEDGE_BASED,Composition,GSK,ACME-CF,120,111.25941059937448,165.60794145374598,2.2190810059426704,13.540573291989858,17340.0,4259,1687
