Dimension,Function,Algorithm,Variant,Runs,ExecTime_s_Mean,ExecTime_s_Median,ExecTime_s_STD,OptimizerFEs_Mean,ExplanationFEs_Mean,OracleFEs_Mean,ExplanationShare_Mean
10,5,PSO,ACME-CF,30,1.3271227722667391,0.28890325000247685,1.4516255081231595,61382.86666666667,18242.0,18242.0,0.09121
10,5,PSO,IBREAKDOWN-CF,30,1.2994117694991776,0.26978681249966024,1.445129379453228,65234.4,13788.0,13788.0,0.06894
10,5,PSO,LIME-CF,30,1.39093073613379,0.2802422500026296,1.5012818802367225,65329.63333333333,18336.0,18336.0,0.09168
10,5,PSO,SHAP-CF,30,1.36031365276649,0.27308960449590813,1.4733847252728625,68203.96666666666,14614.0,14614.0,0.07307
10,5,PSO,Standard,30,1.169896338966646,0.2574568755007931,1.3697359610895428,72786.23333333334,0.0,0.0,0.0
10,5,SBOA,ACME-CF,30,5.018433555567511,5.024604124995676,0.14030445148722168,150796.0,49204.0,49204.0,0.24602000000000002
10,5,SBOA,IBREAKDOWN-CF,30,5.019330450000658,5.009457687501708,0.16603626536961216,162668.0,37332.0,37332.0,0.18666
10,5,SBOA,LIME-CF,30,5.054848749932474,5.047273895499529,0.18113294133761906,152960.0,47040.0,47040.0,0.2352
10,5,SBOA,SHAP-CF,30,5.020853281898841,4.991253354000946,0.12658676176834863,162458.0,37542.0,37542.0,0.18771000000000002
10,5,SBOA,Standard,30,4.9682051762999135,4.951893999997992,0.09037123565887156,200000.0,0.0,0.0,0.0
10,5,jSO,ACME-CF,30,1.1285226083998472,1.0915041669977654,0.16423516677198044,36846.53333333333,2394.9333333333334,2394.9333333333334,0.011974666666666666
10,5,jSO,IBREAKDOWN-CF,30,1.1238243543331918,1.094964958498167,0.09694088462662562,37506.9,1630.3666666666666,1630.3666666666666,0.008151833333333334
10,5,jSO,LIME-CF,30,1.1671220931001396,1.1287395624967758,0.20287399886374438,37825.3,2606.1666666666665,2606.1666666666665,0.013030833333333332
10,5,jSO,SHAP-CF,30,1.1010931458333895,1.094806270502886,0.0822825965372844,36765.26666666667,1448.9666666666667,1448.9666666666667,0.007244833333333334
10,5,jSO,Standard,30,1.0593373527328367,1.0564234789999318,0.047847034686438174,36668.4,0.0,0.0,0.0
10,6,BA,ACME-CF,30,3.7236320777995084,3.7028833539989137,0.07611515660080795,134498.0,65502.0,65502.0,0.32751
10,6,BA,IBREAKDOWN-CF,30,3.715015229134345,3.700990562501829,0.06929264175177788,155350.0,44650.0,44650.0,0.22325
10,6,BA,LIME-CF,30,3.7132678403342045,3.695158499998797,0.08682698444718874,151472.0,48528.0,48528.0,0.24264
