Benchmark,Dimension,Function,Algorithm,Variant,Run,SeedMode,BaseSeed,Final_Fit,Final_Err,ErrorTarget,TargetReached,FirstTargetFE,CompetitionFEterm,TerminationReason,Exec_Time_s,MaxFEs,TotalFEs,OptimizerFEs,ExplanationFEs,DirectionProbeFEs,CFValidationFEs,OracleFEs,ExplanationShareOfMaxFEs,ExplanationShareOfConsumedFEs,BudgetValid,BudgetExhausted,LastGlobalImprovementFE,LastOptimizerImprovementFE,LastMeaningfulOptimizerImprovementFE,BestOptimizerFit,LastMeaningfulOptimizerFit,OracleAttempts,OracleActivations,AppliedInterventions,Rescues,FailedInterventions,BudgetSkips,Oracle_Time_ms,TrajectorySnapshots,Final_Diversity,Final_Diversity_Norm,Canonical_Status,Machine_ID,Architecture,Platform,Python_Version,Processor,NumPy_Version
CEC2022,10,1,SBOA,ACME-CF,1,paired,1080844824,301.3054995261756,1.3054995261755948,1e-08,False,0,200000,max_fes_exhausted,2.351197374999174,200000,200000,150860,49140,0,0,49140,0.2457,0.2457,True,True,159884,79824,36050,302.0311866044343,302.0311868073933,63,63,63,1,62,0,580.8918309849105,0,2.0326408846697117e-27,2.109490327386783e-31,research_adapter_verify_against_selected_SBOA_paper,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,SBOA,IBREAKDOWN-CF,1,paired,1080844824,311.8930030628114,11.893003062811374,1e-08,False,0,200000,max_fes_exhausted,2.31916212500073,200000,200000,160040,39960,0,0,39960,0.1998,0.1998,True,True,13517,13779,9157,311.89300664280125,311.89300720393544,74,74,74,0,74,0,471.4693759815418,0,2.092780805114884e-27,2.2225520447720353e-31,research_adapter_verify_against_selected_SBOA_paper,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,SBOA,LIME-CF,1,paired,1080844824,303.18947681071313,3.1894768107131313,1e-08,False,0,200000,max_fes_exhausted,2.301133041000867,200000,200000,151040,48960,0,0,48960,0.2448,0.2448,True,True,199942,199942,199942,303.18947681071313,303.18947681071313,68,68,68,1,67,0,564.5234580078977,0,2.1536693944326617e-07,5.384173486092166e-12,research_adapter_verify_against_selected_SBOA_paper,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,SBOA,SHAP-CF,1,paired,1080844824,301.0546796882247,1.0546796882247236,1e-08,False,0,200000,max_fes_exhausted,2.3762712919997284,200000,200000,166280,33720,0,0,33720,0.1686,0.1686,True,True,118995,118995,104164,301.0546796882247,301.05468040274667,62,61,61,23,38,1,405.0521720055258,0,1.060761537728064e-27,1.4790371600916215e-31,research_adapter_verify_against_selected_SBOA_paper,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,SBOA,Standard,1,paired,1080844824,311.89300664279216,11.89300664279216,1e-08,False,0,200000,max_fes_exhausted,2.2905536660036887,200000,200000,200000,0,0,0,0,0.0,0.0,True,True,199695,199695,9157,311.89300664279216,311.89300720393544,0,0,0,0,0,0,0.0,0,1.221883419391061e-27,1.880333552953868e-31,research_adapter_verify_against_selected_SBOA_paper,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,jSO,ACME-CF,1,paired,2014369939,300.00000000677943,6.779430350434268e-09,1e-08,True,47307,47307,target_reached,0.6725588339977548,200000,47307,46587,720,0,0,720,0.0036,0.01521973492295,True,False,47307,47307,42125,300.00000000677943,300.00000116721003,1,1,1,1,0,0,10.681416999432258,0,5.9685125609522705e-09,1.4921281402302518e-13,reference_style,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,jSO,IBREAKDOWN-CF,1,paired,2014369939,300.00000000597106,5.971060090814717e-09,1e-08,True,47139,47139,target_reached,0.6798487919950276,200000,47139,46719,420,0,0,420,0.0021,0.0089098198943549,True,False,47139,47139,42125,300.00000000597106,300.00000116721003,1,1,1,1,0,0,6.642000000283588,0,5.85607047487274e-09,1.464017618718148e-13,reference_style,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,jSO,LIME-CF,1,paired,2014369939,300.00000000948467,9.484665497438982e-09,1e-08,True,48533,48533,target_reached,0.6913934580006753,200000,48533,47813,720,0,0,720,0.0036,0.014835266725733,True,False,48533,48533,42125,300.00000000948467,300.00000116721003,1,1,1,1,0,0,10.77791699935915,0,2.886858913724655e-09,7.217147284343204e-14,reference_style,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,jSO,SHAP-CF,1,paired,2014369939,300.00000000752397,7.523965450673131e-09,1e-08,True,47980,47980,target_reached,0.7113397089997306,200000,47980,47620,360,0,0,360,0.0018,0.007503126302626,True,False,47980,47980,42125,300.00000000752397,300.00000116721003,1,1,1,1,0,0,5.515915996511467,0,3.010211577354409e-09,7.525528943386535e-14,reference_style,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
CEC2022,10,1,jSO,Standard,1,paired,2014369939,300.00000000818943,8.18943135527661e-09,1e-08,True,47539,47539,target_reached,0.6749695410035201,200000,47539,47539,0,0,0,0,0.0,0.0,True,False,47539,47539,42125,300.00000000818943,300.00000116721003,0,0,0,0,0,0,0.0,0,3.109571316287988e-09,7.773928290684926e-14,reference_style,Mac-mini-de-Pablo.local,arm64,macOS-26.5-arm64-arm-64bit,"3.11.9 (v3.11.9:de54cf5be3, Apr  2 2024, 07:12:50) [Clang 13.0.0 (clang-1300.0.29.30)]",arm,1.26.0
